GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Not Hispanic or Latino:,Margin of Error; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Margin of Error; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Margin of Error; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Not Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Not Hispanic or Latino: - Asian alone,Margin of Error; Not Hispanic or Latino: - Asian alone,Estimate; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Not Hispanic or Latino: - Some other race alone,Margin of Error; Not Hispanic or Latino: - Some other race alone,Estimate; Not Hispanic or Latino: - Two or more races:,Margin of Error; Not Hispanic or Latino: - Two or more races:,Estimate; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races",Estimate; Hispanic or Latino:,Margin of Error; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Margin of Error; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Margin of Error; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone,Margin of Error; Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Hispanic or Latino: - Some other race alone,Margin of Error; Hispanic or Latino: - Some other race alone,Estimate; Hispanic or Latino: - Two or more races:,Margin of Error; Hispanic or Latino: - Two or more races:,Estimate; Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US250250601012,250250601012,"Block Group 2, Census Tract 601.01, Suffolk County, Massachusetts",646,142,636,142,636,142,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250601013,250250601013,"Block Group 3, Census Tract 601.01, Suffolk County, Massachusetts",1022,247,1022,247,1022,247,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250601014,250250601014,"Block Group 4, Census Tract 601.01, Suffolk County, Massachusetts",983,212,895,175,806,171,36,52,0,12,46,44,0,12,0,12,7,10,0,12,7,10,88,88,0,12,3,7,0,12,28,43,0,12,47,75,10,14,10,14,0,12
1500000US250250602001,250250602001,"Block Group 1, Census Tract 602, Suffolk County, Massachusetts",1076,215,1073,213,1043,211,1,2,0,12,29,30,0,12,0,12,0,12,0,12,0,12,3,24,1,2,0,12,0,12,0,12,0,12,2,24,0,12,0,12,0,12
1500000US250250602002,250250602002,"Block Group 2, Census Tract 602, Suffolk County, Massachusetts",1336,216,1324,214,1246,209,0,12,0,12,62,71,0,12,0,12,16,16,0,12,16,16,12,18,0,12,0,12,0,12,0,12,0,12,0,12,12,18,12,18,0,12
1500000US250250603011,250250603011,"Block Group 1, Census Tract 603.01, Suffolk County, Massachusetts",1586,393,1560,396,1545,396,0,12,0,12,0,12,0,12,0,12,15,24,0,12,15,24,26,31,18,20,0,12,0,12,0,12,0,12,8,23,0,12,0,12,0,12
1500000US250250603012,250250603012,"Block Group 2, Census Tract 603.01, Suffolk County, Massachusetts",738,222,729,223,703,216,0,12,0,12,9,14,0,12,17,26,0,12,0,12,0,12,9,14,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250603013,250250603013,"Block Group 3, Census Tract 603.01, Suffolk County, Massachusetts",1108,273,1083,272,1067,277,2,6,0,12,9,14,0,12,2,5,3,7,0,12,3,7,25,27,22,26,0,12,0,12,0,12,0,12,3,6,0,12,0,12,0,12
1500000US250250604001,250250604001,"Block Group 1, Census Tract 604, Suffolk County, Massachusetts",970,236,970,236,970,236,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250604002,250250604002,"Block Group 2, Census Tract 604, Suffolk County, Massachusetts",1339,403,1306,406,1289,407,0,12,0,12,17,27,0,12,0,12,0,12,0,12,0,12,33,55,33,55,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250604003,250250604003,"Block Group 3, Census Tract 604, Suffolk County, Massachusetts",1196,432,1162,426,1127,419,35,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,43,34,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250604004,250250604004,"Block Group 4, Census Tract 604, Suffolk County, Massachusetts",908,217,839,221,755,228,61,67,0,12,23,36,0,12,0,12,0,12,0,12,0,12,69,85,19,30,0,12,0,12,0,12,0,12,50,79,0,12,0,12,0,12
1500000US250250604005,250250604005,"Block Group 5, Census Tract 604, Suffolk County, Massachusetts",965,277,927,266,874,271,31,48,0,12,22,48,0,12,0,12,0,12,0,12,0,12,38,46,14,16,6,12,0,12,0,12,0,12,18,30,0,12,0,12,0,12
1500000US250250605011,250250605011,"Block Group 1, Census Tract 605.01, Suffolk County, Massachusetts",888,221,844,217,844,217,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,53,44,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250605012,250250605012,"Block Group 2, Census Tract 605.01, Suffolk County, Massachusetts",898,190,868,184,816,183,32,43,0,12,20,31,0,12,0,12,0,12,0,12,0,12,30,46,30,46,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250605013,250250605013,"Block Group 3, Census Tract 605.01, Suffolk County, Massachusetts",864,183,864,183,796,158,10,15,0,12,42,49,0,12,0,12,16,25,0,12,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250605014,250250605014,"Block Group 4, Census Tract 605.01, Suffolk County, Massachusetts",686,206,686,206,668,201,0,12,0,12,18,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250605015,250250605015,"Block Group 5, Census Tract 605.01, Suffolk County, Massachusetts",720,205,622,157,584,161,0,12,0,12,38,43,0,12,0,12,0,12,0,12,0,12,98,152,0,12,0,12,0,12,0,12,0,12,98,152,0,12,0,12,0,12
1500000US250250606001,250250606001,"Block Group 1, Census Tract 606, Suffolk County, Massachusetts",2679,249,2652,249,2287,232,19,17,0,12,273,183,0,12,0,12,73,48,17,26,56,41,27,28,27,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250607001,250250607001,"Block Group 1, Census Tract 607, Suffolk County, Massachusetts",650,199,395,177,119,73,255,168,0,12,16,22,0,12,0,12,5,8,0,12,5,8,255,122,18,26,17,21,0,12,0,12,0,12,196,107,24,32,21,32,3,5
1500000US250250607002,250250607002,"Block Group 2, Census Tract 607, Suffolk County, Massachusetts",1907,290,1193,304,389,140,503,224,0,12,233,237,0,12,10,24,58,84,38,77,20,30,714,251,144,89,35,37,7,11,0,12,0,12,429,228,99,92,82,83,17,27
1500000US250250608001,250250608001,"Block Group 1, Census Tract 608, Suffolk County, Massachusetts",719,383,719,383,672,374,0,12,0,12,19,32,0,12,0,12,28,36,0,12,28,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250608002,250250608002,"Block Group 2, Census Tract 608, Suffolk County, Massachusetts",1073,453,1072,453,933,362,0,12,25,37,0,12,0,12,0,12,114,156,0,12,114,156,1,6,1,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250608003,250250608003,"Block Group 3, Census Tract 608, Suffolk County, Massachusetts",1405,553,1390,553,1188,498,0,12,67,100,46,54,0,12,0,12,89,106,0,12,89,106,15,25,15,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250608004,250250608004,"Block Group 4, Census Tract 608, Suffolk County, Massachusetts",1921,445,1742,411,1626,425,4,9,0,12,108,101,0,12,0,12,4,9,0,12,4,9,179,234,28,42,0,12,0,12,0,12,0,12,151,227,0,12,0,12,0,12
1500000US250250610001,250250610001,"Block Group 1, Census Tract 610, Suffolk County, Massachusetts",1133,259,1127,260,1015,241,74,86,0,12,0,12,0,12,0,12,38,56,0,12,38,56,6,11,6,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250610002,250250610002,"Block Group 2, Census Tract 610, Suffolk County, Massachusetts",1491,362,859,283,231,120,301,232,0,12,181,166,0,12,54,79,92,106,31,49,61,97,632,340,389,334,0,12,0,12,0,12,0,12,231,119,12,21,12,21,0,12
1500000US250250610003,250250610003,"Block Group 3, Census Tract 610, Suffolk County, Massachusetts",566,266,232,157,124,139,0,12,0,12,98,69,0,12,10,16,0,12,0,12,0,12,334,231,115,126,0,12,0,12,0,12,0,12,219,228,0,12,0,12,0,12
1500000US250250611011,250250611011,"Block Group 1, Census Tract 611.01, Suffolk County, Massachusetts",545,150,311,115,118,73,80,96,0,12,84,49,0,12,0,12,29,33,0,12,29,33,234,111,111,86,35,25,5,7,0,12,0,12,70,63,13,12,4,7,9,10
1500000US250250611012,250250611012,"Block Group 2, Census Tract 611.01, Suffolk County, Massachusetts",1623,186,851,170,196,67,317,137,0,12,318,111,0,12,5,8,15,20,0,12,15,20,772,160,280,107,48,35,0,12,0,12,0,12,438,156,6,9,6,9,0,12
1500000US250250612001,250250612001,"Block Group 1, Census Tract 612, Suffolk County, Massachusetts",2318,258,2250,254,2019,239,76,67,0,12,137,82,0,12,0,12,18,14,10,16,8,12,68,53,68,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250612002,250250612002,"Block Group 2, Census Tract 612, Suffolk County, Massachusetts",483,144,471,143,427,140,18,30,0,12,26,24,0,12,0,12,0,12,0,12,0,12,12,19,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250612003,250250612003,"Block Group 3, Census Tract 612, Suffolk County, Massachusetts",750,249,749,249,717,248,1,3,0,12,15,17,0,12,0,12,16,17,0,12,16,17,1,3,0,12,0,12,0,12,0,12,0,12,0,12,1,3,0,12,1,3
1500000US250250701011,250250701011,"Block Group 1, Census Tract 701.01, Suffolk County, Massachusetts",1052,283,1011,266,832,279,0,12,0,12,140,108,0,12,0,12,39,38,15,24,24,29,41,61,41,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250701012,250250701012,"Block Group 2, Census Tract 701.01, Suffolk County, Massachusetts",308,179,288,177,69,34,28,34,0,12,191,169,0,12,0,12,0,12,0,12,0,12,20,28,20,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250701013,250250701013,"Block Group 3, Census Tract 701.01, Suffolk County, Massachusetts",727,228,665,227,370,151,12,29,0,12,207,106,0,12,14,31,62,70,0,12,62,70,62,60,48,61,0,12,0,12,0,12,0,12,14,32,0,12,0,12,0,12
1500000US250250701014,250250701014,"Block Group 4, Census Tract 701.01, Suffolk County, Massachusetts",1745,334,1584,307,1305,288,36,26,0,12,211,110,0,12,0,12,32,37,9,17,23,22,161,115,92,109,17,27,0,12,0,12,0,12,52,25,0,12,0,12,0,12
1500000US250250701015,250250701015,"Block Group 5, Census Tract 701.01, Suffolk County, Massachusetts",198,97,188,97,105,52,0,12,0,12,50,55,0,12,0,12,33,52,0,12,33,52,10,18,10,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250701016,250250701016,"Block Group 6, Census Tract 701.01, Suffolk County, Massachusetts",458,137,367,119,247,111,0,12,0,12,113,82,0,12,0,12,7,11,0,12,7,11,91,105,91,105,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250701017,250250701017,"Block Group 7, Census Tract 701.01, Suffolk County, Massachusetts",970,275,873,221,401,168,47,57,0,12,389,203,0,12,0,12,36,34,0,12,36,34,97,139,97,139,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250701018,250250701018,"Block Group 8, Census Tract 701.01, Suffolk County, Massachusetts",210,108,196,100,163,103,19,25,7,15,0,12,0,12,0,12,7,16,0,12,7,16,14,23,14,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250702001,250250702001,"Block Group 1, Census Tract 702, Suffolk County, Massachusetts",1430,515,1403,514,181,91,50,53,0,12,1142,515,0,12,0,12,30,33,6,11,24,31,27,28,15,18,0,12,0,12,0,12,0,12,12,21,0,12,0,12,0,12
1500000US250250702002,250250702002,"Block Group 2, Census Tract 702, Suffolk County, Massachusetts",1461,521,1461,521,71,68,22,34,0,12,1368,535,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250702003,250250702003,"Block Group 3, Census Tract 702, Suffolk County, Massachusetts",2833,349,2666,337,1540,268,18,26,0,12,1045,244,0,12,0,12,63,42,21,26,42,40,167,82,139,80,0,12,0,12,12,23,0,12,4,20,12,24,0,12,12,24
1500000US250250703001,250250703001,"Block Group 1, Census Tract 703, Suffolk County, Massachusetts",859,194,841,197,623,149,4,9,0,12,184,132,0,12,0,12,30,28,0,12,30,28,18,29,18,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250703002,250250703002,"Block Group 2, Census Tract 703, Suffolk County, Massachusetts",893,270,893,270,637,225,0,12,0,12,256,150,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250703003,250250703003,"Block Group 3, Census Tract 703, Suffolk County, Massachusetts",1309,395,1066,310,907,295,0,12,0,12,19,30,0,12,17,26,123,172,16,27,107,171,243,281,213,290,0,12,0,12,0,12,0,12,30,36,0,12,0,12,0,12
1500000US250250703004,250250703004,"Block Group 4, Census Tract 703, Suffolk County, Massachusetts",1289,212,1262,219,1007,211,69,71,0,12,186,125,0,12,0,12,0,12,0,12,0,12,27,33,27,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250704021,250250704021,"Block Group 1, Census Tract 704.02, Suffolk County, Massachusetts",1700,173,1621,179,163,70,150,75,0,12,1259,165,0,12,37,42,12,16,0,12,12,16,79,62,39,36,15,22,0,12,0,12,0,12,25,36,0,12,0,12,0,12
1500000US250250705001,250250705001,"Block Group 1, Census Tract 705, Suffolk County, Massachusetts",2207,357,2179,365,1770,351,39,56,0,12,347,134,0,12,0,12,23,37,0,12,23,37,28,34,28,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250705002,250250705002,"Block Group 2, Census Tract 705, Suffolk County, Massachusetts",919,389,591,347,205,224,0,12,0,12,272,157,0,12,14,26,100,103,0,12,100,103,328,212,18,30,0,12,61,77,0,12,0,12,51,55,198,175,42,93,156,147
1500000US250250705003,250250705003,"Block Group 3, Census Tract 705, Suffolk County, Massachusetts",1305,332,1144,296,896,271,18,27,0,12,203,107,0,12,0,12,27,31,0,12,27,31,161,146,33,39,0,12,0,12,0,12,0,12,105,127,23,34,0,12,23,34
1500000US250250705004,250250705004,"Block Group 4, Census Tract 705, Suffolk County, Massachusetts",1490,298,1061,254,818,215,75,81,0,12,139,124,0,12,0,12,29,44,0,12,29,44,429,248,135,117,60,96,0,12,0,12,0,12,201,218,33,54,0,12,33,54
1500000US250250706001,250250706001,"Block Group 1, Census Tract 706, Suffolk County, Massachusetts",1162,277,1111,261,950,201,3,4,0,12,149,195,0,12,0,12,9,13,1,2,8,13,51,61,51,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250706002,250250706002,"Block Group 2, Census Tract 706, Suffolk County, Massachusetts",1162,176,1152,177,1049,173,11,16,0,12,64,45,0,12,28,41,0,12,0,12,0,12,10,16,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250707001,250250707001,"Block Group 1, Census Tract 707, Suffolk County, Massachusetts",1633,313,1492,301,715,158,620,325,0,12,112,97,0,12,0,12,45,53,0,12,45,53,141,97,70,70,0,12,0,12,0,12,0,12,71,57,0,12,0,12,0,12
1500000US250250707002,250250707002,"Block Group 2, Census Tract 707, Suffolk County, Massachusetts",1333,257,1265,249,925,205,262,167,0,12,52,46,0,12,26,40,0,12,0,12,0,12,68,49,68,49,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250708001,250250708001,"Block Group 1, Census Tract 708, Suffolk County, Massachusetts",1598,341,1352,290,759,220,431,171,0,12,157,104,0,12,0,12,5,11,0,12,5,11,246,245,237,244,0,12,0,12,0,12,0,12,9,14,0,12,0,12,0,12
1500000US250250708002,250250708002,"Block Group 2, Census Tract 708, Suffolk County, Massachusetts",1225,354,1047,342,856,305,74,60,0,12,105,107,0,12,0,12,12,22,0,12,12,22,178,153,121,108,41,115,16,29,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250708003,250250708003,"Block Group 3, Census Tract 708, Suffolk County, Massachusetts",899,247,899,247,685,215,112,139,0,12,102,99,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250709001,250250709001,"Block Group 1, Census Tract 709, Suffolk County, Massachusetts",2117,331,1757,277,1010,222,415,182,0,12,280,138,0,12,0,12,52,33,0,12,52,33,360,148,214,98,13,18,0,12,0,12,0,12,133,158,0,12,0,12,0,12
1500000US250250709002,250250709002,"Block Group 2, Census Tract 709, Suffolk County, Massachusetts",1036,243,780,227,277,104,413,199,0,12,49,45,0,12,0,12,41,39,0,12,41,39,256,139,85,79,59,61,0,12,0,12,0,12,70,68,42,57,42,57,0,12
1500000US250250711011,250250711011,"Block Group 1, Census Tract 711.01, Suffolk County, Massachusetts",1631,336,1319,304,817,260,111,113,0,12,307,123,0,12,12,25,72,82,11,26,61,79,312,208,199,145,0,12,0,12,0,12,0,12,113,155,0,12,0,12,0,12
1500000US250250711012,250250711012,"Block Group 2, Census Tract 711.01, Suffolk County, Massachusetts",1503,321,1326,276,1020,254,179,100,0,12,83,64,0,12,0,12,44,65,0,12,44,65,177,100,68,68,7,15,0,12,0,12,0,12,102,68,0,12,0,12,0,12
1500000US250250711013,250250711013,"Block Group 3, Census Tract 711.01, Suffolk County, Massachusetts",933,244,639,224,151,99,146,109,0,12,249,183,0,12,93,105,0,12,0,12,0,12,294,274,97,126,0,12,0,12,0,12,0,12,197,254,0,12,0,12,0,12
1500000US250250712011,250250712011,"Block Group 1, Census Tract 712.01, Suffolk County, Massachusetts",1819,385,1638,352,1009,220,171,92,0,12,408,120,0,12,9,22,41,69,0,12,41,69,181,96,58,71,14,19,0,12,11,17,0,12,76,55,22,33,0,12,22,33
1500000US250250712012,250250712012,"Block Group 2, Census Tract 712.01, Suffolk County, Massachusetts",1579,381,807,304,176,138,419,250,0,12,202,168,0,12,10,15,0,12,0,12,0,12,772,259,148,126,205,177,0,12,0,12,0,12,256,178,163,145,33,24,130,127
1500000US250250801001,250250801001,"Block Group 1, Census Tract 801, Suffolk County, Massachusetts",2060,273,1468,261,411,124,881,197,24,26,53,36,0,12,81,41,18,22,18,22,0,12,592,138,101,55,35,23,27,26,0,12,0,12,418,126,11,15,6,11,5,10
1500000US250250801002,250250801002,"Block Group 2, Census Tract 801, Suffolk County, Massachusetts",754,230,630,228,103,75,527,198,0,12,0,12,0,12,0,12,0,12,0,12,0,12,124,82,21,34,68,59,0,12,0,12,0,12,35,49,0,12,0,12,0,12
1500000US250250803001,250250803001,"Block Group 1, Census Tract 803, Suffolk County, Massachusetts",2071,283,1419,275,121,137,1098,257,12,14,48,46,0,12,65,89,75,42,30,33,45,27,652,210,151,148,86,75,6,9,0,12,0,12,377,181,32,35,32,35,0,12
1500000US250250804011,250250804011,"Block Group 1, Census Tract 804.01, Suffolk County, Massachusetts",1299,239,790,204,106,46,644,199,0,12,12,14,0,12,0,12,28,25,0,12,28,25,509,169,131,120,136,116,0,12,11,16,0,12,203,111,28,25,16,18,12,19
1500000US250250804012,250250804012,"Block Group 2, Census Tract 804.01, Suffolk County, Massachusetts",1696,204,1098,221,84,68,909,219,0,12,12,20,0,12,0,12,93,67,0,12,93,67,598,175,129,74,56,56,0,12,0,12,0,12,404,174,9,12,0,12,9,12
1500000US250250805001,250250805001,"Block Group 1, Census Tract 805, Suffolk County, Massachusetts",966,247,554,149,167,118,279,143,0,12,40,35,0,12,0,12,68,85,61,89,7,11,412,212,98,82,28,46,0,12,0,12,0,12,160,124,126,146,0,12,126,146
1500000US250250805002,250250805002,"Block Group 2, Census Tract 805, Suffolk County, Massachusetts",2320,299,1070,256,73,64,969,263,0,12,27,31,0,12,0,12,1,3,1,3,0,12,1250,297,359,201,81,93,0,12,0,12,0,12,784,271,26,29,12,18,14,22
1500000US250250806011,250250806011,"Block Group 1, Census Tract 806.01, Suffolk County, Massachusetts",3223,490,2949,459,1849,319,398,169,0,12,634,213,0,12,36,50,32,33,0,12,32,33,274,101,141,70,9,14,0,12,38,47,0,12,86,61,0,12,0,12,0,12
1500000US250250806012,250250806012,"Block Group 2, Census Tract 806.01, Suffolk County, Massachusetts",904,271,567,241,0,12,551,241,0,12,0,12,0,12,0,12,16,24,0,12,16,24,337,135,40,32,123,102,0,12,0,12,0,12,142,108,32,32,15,24,17,19
1500000US250250806013,250250806013,"Block Group 3, Census Tract 806.01, Suffolk County, Massachusetts",413,114,334,107,54,48,273,109,3,5,4,8,0,12,0,12,0,12,0,12,0,12,79,62,26,27,12,15,0,12,0,12,0,12,7,11,34,34,0,12,34,34
1500000US250250808011,250250808011,"Block Group 1, Census Tract 808.01, Suffolk County, Massachusetts",2276,473,1805,494,1048,195,580,431,0,12,93,59,0,12,55,68,29,33,16,26,13,19,471,172,223,112,0,12,0,12,8,15,0,12,200,131,40,45,40,45,0,12
1500000US250250808012,250250808012,"Block Group 2, Census Tract 808.01, Suffolk County, Massachusetts",1752,259,953,203,103,100,464,153,0,12,375,140,0,12,0,12,11,17,11,17,0,12,799,193,154,151,293,193,0,12,0,12,0,12,213,124,139,137,45,47,94,137
1500000US250250809001,250250809001,"Block Group 1, Census Tract 809, Suffolk County, Massachusetts",1147,254,1053,246,494,128,60,41,0,12,478,255,0,12,0,12,21,31,0,12,21,31,94,69,51,37,0,12,0,12,0,12,0,12,43,64,0,12,0,12,0,12
1500000US250250809002,250250809002,"Block Group 2, Census Tract 809, Suffolk County, Massachusetts",1636,451,1518,456,1227,388,213,169,0,12,63,76,0,12,2,4,13,22,0,12,13,22,118,82,86,64,0,12,28,42,0,12,0,12,2,3,2,4,2,4,0,12
1500000US250250809003,250250809003,"Block Group 3, Census Tract 809, Suffolk County, Massachusetts",1046,291,1046,291,880,298,46,44,0,12,111,92,0,12,0,12,9,13,0,12,9,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250810011,250250810011,"Block Group 1, Census Tract 810.01, Suffolk County, Massachusetts",487,187,281,133,58,47,4,9,0,12,199,135,0,12,5,9,15,25,0,12,15,25,206,155,49,47,0,12,0,12,0,12,0,12,157,149,0,12,0,12,0,12
1500000US250250810012,250250810012,"Block Group 2, Census Tract 810.01, Suffolk County, Massachusetts",2421,301,1910,288,683,191,548,193,0,12,671,184,0,12,0,12,8,19,0,12,8,19,511,224,89,117,51,82,0,12,0,12,0,12,253,171,118,100,50,46,68,93
1500000US250250810013,250250810013,"Block Group 3, Census Tract 810.01, Suffolk County, Massachusetts",651,324,651,324,453,307,60,74,0,12,105,80,0,12,0,12,33,53,0,12,33,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250810014,250250810014,"Block Group 4, Census Tract 810.01, Suffolk County, Massachusetts",1017,262,943,275,623,209,190,144,0,12,121,110,0,12,0,12,9,15,0,12,9,15,74,68,48,61,19,29,0,12,0,12,0,12,7,14,0,12,0,12,0,12
1500000US250250811001,250250811001,"Block Group 1, Census Tract 811, Suffolk County, Massachusetts",1382,289,1056,246,578,177,169,131,0,12,230,127,0,12,44,69,35,40,0,12,35,40,326,225,69,75,0,12,21,32,0,12,0,12,236,202,0,12,0,12,0,12
1500000US250250811002,250250811002,"Block Group 2, Census Tract 811, Suffolk County, Massachusetts",1986,319,1622,313,1008,284,318,110,0,12,231,94,0,12,0,12,65,45,14,21,51,42,364,133,103,76,102,83,0,12,25,34,0,12,113,88,21,33,21,33,0,12
1500000US250250811003,250250811003,"Block Group 3, Census Tract 811, Suffolk County, Massachusetts",899,170,823,163,632,126,91,73,0,12,91,50,0,12,0,12,9,12,0,12,9,12,76,38,27,25,22,24,0,12,0,12,0,12,17,14,10,16,0,12,10,16
1500000US250250812001,250250812001,"Block Group 1, Census Tract 812, Suffolk County, Massachusetts",2267,372,1112,371,100,78,926,385,0,12,11,18,0,12,75,70,0,12,0,12,0,12,1155,345,295,196,220,179,0,12,0,12,0,12,558,259,82,75,75,73,7,11
1500000US250250812002,250250812002,"Block Group 2, Census Tract 812, Suffolk County, Massachusetts",1158,284,613,125,403,111,51,43,0,12,99,59,0,12,0,12,60,79,0,12,60,79,545,279,60,62,41,64,0,12,0,12,0,12,433,268,11,17,0,12,11,17
1500000US250250813001,250250813001,"Block Group 1, Census Tract 813, Suffolk County, Massachusetts",1761,583,827,406,343,280,360,252,0,12,81,129,0,12,0,12,43,66,25,56,18,35,934,422,119,96,61,97,0,12,0,12,0,12,625,331,129,152,129,152,0,12
1500000US250250813002,250250813002,"Block Group 2, Census Tract 813, Suffolk County, Massachusetts",2264,533,1669,396,154,115,1391,328,11,18,53,83,0,12,56,89,4,9,0,12,4,9,595,356,38,49,103,93,0,12,0,12,0,12,444,351,10,23,10,23,0,12
1500000US250250813003,250250813003,"Block Group 3, Census Tract 813, Suffolk County, Massachusetts",1403,521,611,360,153,114,302,326,0,12,0,12,0,12,0,12,156,154,33,50,123,146,792,284,213,215,41,45,0,12,0,12,0,12,490,262,48,77,0,12,48,77
1500000US250250814001,250250814001,"Block Group 1, Census Tract 814, Suffolk County, Massachusetts",917,232,729,199,200,112,486,137,0,12,7,13,0,12,22,27,14,22,0,12,14,22,188,128,32,38,21,19,0,12,0,12,0,12,130,128,5,8,0,12,5,8
