GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
1500000US250250102041,250250102041,"Block Group 1, Census Tract 102.04, Suffolk County, Massachusetts",120,37,55,34,12,13,0,12,15,23,21,23,3,6,14,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250102042,250250102042,"Block Group 2, Census Tract 102.04, Suffolk County, Massachusetts",366,79,88,61,7,11,33,46,6,9,9,15,29,25,23,28,9,13,0,12,35,31,36,29,41,46,0,12,10,15,0,12,40,27
1500000US250250102043,250250102043,"Block Group 3, Census Tract 102.04, Suffolk County, Massachusetts",434,85,126,65,12,15,51,44,6,9,19,18,0,12,14,25,23,22,0,12,45,40,11,14,59,59,45,47,0,12,7,12,16,17
1500000US250250103001,250250103001,"Block Group 1, Census Tract 103, Suffolk County, Massachusetts",152,25,53,24,29,17,0,12,0,12,13,20,23,12,11,11,0,12,0,12,14,21,5,7,4,6,0,12,0,12,0,12,0,12
1500000US250250103002,250250103002,"Block Group 2, Census Tract 103, Suffolk County, Massachusetts",134,32,4,8,0,12,10,9,0,12,0,12,0,12,0,12,33,23,7,10,10,11,18,15,9,9,25,22,4,6,14,13,0,12
1500000US250250104031,250250104031,"Block Group 1, Census Tract 104.03, Suffolk County, Massachusetts",805,133,272,117,146,85,72,55,43,41,60,78,0,12,34,38,9,16,11,18,17,27,57,55,33,47,51,58,0,12,0,12,0,12
1500000US250250104032,250250104032,"Block Group 2, Census Tract 104.03, Suffolk County, Massachusetts",520,116,175,99,20,32,49,47,0,12,30,41,0,12,10,16,10,17,37,37,56,54,0,12,32,38,53,64,20,32,10,17,18,29
1500000US250250104033,250250104033,"Block Group 3, Census Tract 104.03, Suffolk County, Massachusetts",525,123,93,74,29,36,16,26,0,12,0,12,0,12,0,12,0,12,0,12,48,77,0,12,16,26,36,36,28,33,168,74,91,60
1500000US250250104041,250250104041,"Block Group 1, Census Tract 104.04, Suffolk County, Massachusetts",854,131,357,92,16,19,49,39,26,32,0,12,39,45,18,20,126,114,37,30,36,26,79,67,28,22,31,36,7,13,0,12,5,11
1500000US250250104042,250250104042,"Block Group 2, Census Tract 104.04, Suffolk County, Massachusetts",137,48,29,25,0,12,33,35,0,12,0,12,13,14,13,21,8,15,26,29,15,15,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250104043,250250104043,"Block Group 3, Census Tract 104.04, Suffolk County, Massachusetts",412,106,164,93,11,17,49,36,5,8,0,12,0,12,6,9,0,12,39,48,26,25,94,33,9,16,9,13,0,12,0,12,0,12
1500000US250250104051,250250104051,"Block Group 1, Census Tract 104.05, Suffolk County, Massachusetts",7,10,7,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250104052,250250104052,"Block Group 2, Census Tract 104.05, Suffolk County, Massachusetts",508,51,114,46,32,21,32,23,17,13,28,24,34,24,24,14,10,14,15,16,50,29,21,25,33,24,51,39,22,22,8,12,17,19
1500000US250250104053,250250104053,"Block Group 3, Census Tract 104.05, Suffolk County, Massachusetts",352,48,71,30,180,51,28,24,19,17,4,6,5,7,0,12,5,9,0,12,0,12,21,28,14,16,5,8,0,12,0,12,0,12
1500000US250250104081,250250104081,"Block Group 1, Census Tract 104.08, Suffolk County, Massachusetts",906,57,104,49,5,8,16,15,59,48,5,8,24,20,13,13,69,61,52,39,80,46,98,45,122,53,105,56,27,19,113,65,14,10
1500000US250250105001,250250105001,"Block Group 1, Census Tract 105, Suffolk County, Massachusetts",344,78,53,27,5,8,0,12,0,12,66,75,6,9,7,11,27,27,35,30,7,12,15,15,69,57,27,23,13,16,14,16,0,12
1500000US250250105002,250250105002,"Block Group 2, Census Tract 105, Suffolk County, Massachusetts",752,112,251,81,84,56,31,30,10,15,0,12,13,15,13,16,53,43,0,12,101,67,58,49,39,31,15,16,46,43,25,24,13,27
1500000US250250105003,250250105003,"Block Group 3, Census Tract 105, Suffolk County, Massachusetts",580,96,42,29,21,24,55,50,75,56,21,33,17,18,0,12,4,6,52,42,53,35,34,30,49,45,60,51,46,29,16,18,35,28
1500000US250250106001,250250106001,"Block Group 1, Census Tract 106, Suffolk County, Massachusetts",1233,144,100,70,44,33,8,14,17,20,27,24,61,58,24,22,14,21,16,17,45,41,95,66,119,75,95,68,47,47,135,76,386,115
1500000US250250106002,250250106002,"Block Group 2, Census Tract 106, Suffolk County, Massachusetts",765,110,144,82,69,60,33,24,20,20,33,28,0,12,17,19,0,12,0,12,38,49,71,48,65,44,44,41,43,61,9,16,179,68
1500000US250250107011,250250107011,"Block Group 1, Census Tract 107.01, Suffolk County, Massachusetts",508,115,52,37,55,62,36,40,7,11,10,16,6,12,9,15,11,17,10,14,7,12,8,12,93,75,50,46,38,30,0,12,116,66
1500000US250250107012,250250107012,"Block Group 2, Census Tract 107.01, Suffolk County, Massachusetts",540,115,23,37,20,32,6,10,0,12,0,12,0,12,0,12,0,12,11,18,0,12,44,56,91,68,59,52,68,49,29,25,189,87
1500000US250250107013,250250107013,"Block Group 3, Census Tract 107.01, Suffolk County, Massachusetts",453,85,69,53,23,21,8,13,0,12,7,11,9,13,32,28,32,31,26,24,27,25,38,38,35,44,32,24,11,17,48,38,56,33
1500000US250250107021,250250107021,"Block Group 1, Census Tract 107.02, Suffolk County, Massachusetts",485,103,14,15,0,12,0,12,20,25,0,12,0,12,0,12,0,12,0,12,30,37,49,46,63,68,62,51,43,40,58,58,146,65
1500000US250250107022,250250107022,"Block Group 2, Census Tract 107.02, Suffolk County, Massachusetts",319,76,11,16,0,12,22,35,0,12,0,12,8,14,7,12,4,6,9,13,15,16,38,39,26,24,42,25,37,29,50,41,50,36
1500000US250250107023,250250107023,"Block Group 3, Census Tract 107.02, Suffolk County, Massachusetts",507,80,70,48,12,15,7,11,0,12,8,12,9,15,0,12,8,13,8,12,37,27,35,29,43,38,28,23,66,48,31,28,145,58
1500000US250250108011,250250108011,"Block Group 1, Census Tract 108.01, Suffolk County, Massachusetts",372,92,5,8,0,12,0,12,0,12,0,12,38,48,30,38,0,12,0,12,18,21,85,77,23,28,74,64,0,12,37,35,62,30
1500000US250250108012,250250108012,"Block Group 2, Census Tract 108.01, Suffolk County, Massachusetts",641,103,25,24,0,12,0,12,34,42,10,14,36,46,9,15,8,12,0,12,42,41,94,65,45,36,96,71,68,40,26,23,148,56
1500000US250250108013,250250108013,"Block Group 3, Census Tract 108.01, Suffolk County, Massachusetts",728,112,51,45,18,19,8,13,7,11,22,36,27,29,15,17,34,33,0,12,89,61,40,31,44,39,52,47,72,52,15,17,234,80
1500000US250250108021,250250108021,"Block Group 1, Census Tract 108.02, Suffolk County, Massachusetts",557,117,61,50,0,12,8,12,0,12,7,12,0,12,9,13,31,37,0,12,30,35,65,65,68,56,80,46,18,21,47,33,133,50
1500000US250250108022,250250108022,"Block Group 2, Census Tract 108.02, Suffolk County, Massachusetts",786,118,83,62,28,32,0,12,27,33,0,12,8,13,8,13,6,10,5,8,20,22,25,23,100,53,66,46,126,60,115,77,169,64
1500000US250250108023,250250108023,"Block Group 3, Census Tract 108.02, Suffolk County, Massachusetts",330,67,18,21,13,19,18,21,0,12,29,33,0,12,8,12,0,12,5,8,25,20,34,30,34,24,28,25,12,14,15,24,91,42
1500000US250250201011,250250201011,"Block Group 1, Census Tract 201.01, Suffolk County, Massachusetts",465,163,16,27,0,12,0,12,0,12,19,32,0,12,0,12,17,28,0,12,0,12,0,12,158,141,0,12,57,42,23,26,175,115
1500000US250250201012,250250201012,"Block Group 2, Census Tract 201.01, Suffolk County, Massachusetts",645,161,29,33,17,27,43,66,16,26,0,12,36,41,11,18,38,43,21,33,0,12,34,42,72,90,108,98,136,95,33,37,51,32
1500000US250250201013,250250201013,"Block Group 3, Census Tract 201.01, Suffolk County, Massachusetts",756,147,60,82,0,12,0,12,15,24,33,28,0,12,20,32,0,12,0,12,32,28,75,54,149,130,55,64,39,43,119,62,159,84
1500000US250250201014,250250201014,"Block Group 4, Census Tract 201.01, Suffolk County, Massachusetts",781,151,54,52,12,20,18,29,0,12,18,20,40,46,35,55,0,12,0,12,49,46,19,30,60,68,176,146,98,65,19,30,183,76
1500000US250250202001,250250202001,"Block Group 1, Census Tract 202, Suffolk County, Massachusetts",884,139,66,54,132,75,80,55,22,26,0,12,0,12,37,30,14,23,15,23,63,54,104,75,141,67,17,26,47,57,55,45,91,79
1500000US250250202002,250250202002,"Block Group 2, Census Tract 202, Suffolk County, Massachusetts",700,123,108,64,36,34,0,12,24,28,0,12,21,24,0,12,18,30,0,12,31,35,21,24,80,45,64,42,95,78,103,51,99,72
1500000US250250202003,250250202003,"Block Group 3, Census Tract 202, Suffolk County, Massachusetts",610,96,44,36,0,12,0,12,0,12,0,12,14,22,51,62,71,60,64,63,15,23,50,46,102,56,30,35,69,50,31,28,69,44
1500000US250250203011,250250203011,"Block Group 1, Census Tract 203.01, Suffolk County, Massachusetts",176,57,8,13,53,46,51,30,30,29,0,12,34,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250203012,250250203012,"Block Group 2, Census Tract 203.01, Suffolk County, Massachusetts",1120,109,46,50,34,33,8,13,8,13,23,26,10,15,32,39,0,12,15,16,62,34,101,58,56,40,118,65,128,66,192,80,287,100
1500000US250250203021,250250203021,"Block Group 1, Census Tract 203.02, Suffolk County, Massachusetts",582,55,20,17,3,4,12,13,24,21,6,9,7,8,50,31,16,15,8,9,17,14,61,34,83,47,44,36,71,43,93,44,67,35
1500000US250250203031,250250203031,"Block Group 1, Census Tract 203.03, Suffolk County, Massachusetts",652,137,48,58,42,53,30,27,0,12,9,14,10,16,37,60,12,19,0,12,18,28,58,59,77,42,109,69,19,21,53,37,130,70
1500000US250250203032,250250203032,"Block Group 2, Census Tract 203.03, Suffolk County, Massachusetts",272,70,29,38,25,29,0,12,0,12,0,12,31,37,0,12,0,12,0,12,0,12,17,27,6,9,57,37,10,15,47,51,50,31
1500000US250250203033,250250203033,"Block Group 3, Census Tract 203.03, Suffolk County, Massachusetts",791,113,118,70,29,34,49,53,32,29,37,31,33,30,31,52,15,24,8,14,19,20,84,79,131,59,10,17,57,61,72,60,66,37
1500000US250250301001,250250301001,"Block Group 1, Census Tract 301, Suffolk County, Massachusetts",828,96,57,34,0,12,26,24,45,30,23,21,17,25,10,16,9,15,47,36,31,29,102,51,184,86,64,52,59,35,61,45,93,49
1500000US250250301002,250250301002,"Block Group 2, Census Tract 301, Suffolk County, Massachusetts",469,94,24,22,27,39,5,8,38,27,22,25,37,32,8,12,10,16,8,13,49,52,43,33,64,49,14,15,46,32,53,49,21,24
1500000US250250302001,250250302001,"Block Group 1, Census Tract 302, Suffolk County, Massachusetts",1052,78,51,38,72,53,10,15,17,25,24,23,18,18,19,20,30,46,33,22,151,83,71,55,184,77,141,61,55,57,96,59,80,62
1500000US250250303001,250250303001,"Block Group 1, Census Tract 303, Suffolk County, Massachusetts",1436,160,30,38,87,83,13,21,96,83,45,54,35,34,57,75,9,14,46,43,102,80,68,80,115,59,53,45,175,88,174,92,331,114
1500000US250250303002,250250303002,"Block Group 2, Census Tract 303, Suffolk County, Massachusetts",410,105,10,16,54,37,17,28,0,12,0,12,0,12,14,23,0,12,50,62,0,12,25,29,0,12,33,34,30,35,140,70,37,36
1500000US250250303003,250250303003,"Block Group 3, Census Tract 303, Suffolk County, Massachusetts",508,135,76,59,25,29,9,14,53,65,0,12,22,30,47,75,0,12,13,20,27,31,6,10,12,19,121,97,0,12,20,24,77,43
1500000US250250303004,250250303004,"Block Group 4, Census Tract 303, Suffolk County, Massachusetts",345,84,12,21,0,12,0,12,0,12,0,12,38,45,0,12,42,67,0,12,0,12,8,12,20,31,21,25,61,47,42,39,101,57
1500000US250250304001,250250304001,"Block Group 1, Census Tract 304, Suffolk County, Massachusetts",877,96,71,46,10,11,31,31,72,51,17,28,33,28,22,23,0,12,52,44,77,40,88,48,62,30,88,50,69,46,88,43,97,60
1500000US250250304002,250250304002,"Block Group 2, Census Tract 304, Suffolk County, Massachusetts",633,99,36,21,22,27,25,23,8,12,16,18,23,27,12,15,27,33,18,19,56,37,42,47,148,81,82,50,17,20,49,35,52,42
1500000US250250305001,250250305001,"Block Group 1, Census Tract 305, Suffolk County, Massachusetts",312,50,9,13,0,12,6,11,0,12,12,14,8,12,0,12,0,12,0,12,0,12,16,17,6,9,67,40,22,20,55,37,111,43
1500000US250250305002,250250305002,"Block Group 2, Census Tract 305, Suffolk County, Massachusetts",642,92,20,18,0,12,0,12,14,17,34,40,0,12,16,17,3,4,23,38,36,29,57,43,90,62,102,53,63,40,73,50,111,49
1500000US250250305003,250250305003,"Block Group 3, Census Tract 305, Suffolk County, Massachusetts",531,94,36,29,5,9,13,19,8,11,5,8,22,25,16,17,31,38,8,12,52,43,63,49,100,60,71,55,63,43,24,20,14,16
1500000US250250401001,250250401001,"Block Group 1, Census Tract 401, Suffolk County, Massachusetts",472,70,20,19,60,44,7,11,48,38,7,11,0,12,0,12,0,12,0,12,23,21,6,11,22,24,48,43,34,34,77,48,120,46
1500000US250250401002,250250401002,"Block Group 2, Census Tract 401, Suffolk County, Massachusetts",696,86,15,16,21,23,14,15,31,37,24,38,8,13,7,11,0,12,16,18,10,15,52,51,77,58,21,34,89,54,165,76,146,54
1500000US250250402001,250250402001,"Block Group 1, Census Tract 402, Suffolk County, Massachusetts",292,51,58,30,35,29,41,37,26,28,25,26,26,29,15,14,11,11,12,17,7,10,3,5,24,22,7,10,0,12,2,4,0,12
1500000US250250402002,250250402002,"Block Group 2, Census Tract 402, Suffolk County, Massachusetts",378,46,35,28,23,23,17,15,5,8,5,7,0,12,0,12,19,17,29,29,18,13,22,20,32,18,46,22,35,24,20,15,72,24
1500000US250250403001,250250403001,"Block Group 1, Census Tract 403, Suffolk County, Massachusetts",366,137,175,108,72,80,48,48,14,21,0,12,0,12,12,18,0,12,0,12,0,12,0,12,36,50,0,12,0,12,0,12,9,14
1500000US250250403002,250250403002,"Block Group 2, Census Tract 403, Suffolk County, Massachusetts",723,110,11,17,0,12,0,12,11,18,17,27,13,20,8,13,0,12,44,56,53,37,12,18,74,39,141,75,54,37,85,48,200,94
1500000US250250403003,250250403003,"Block Group 3, Census Tract 403, Suffolk County, Massachusetts",302,77,0,12,9,14,0,12,0,12,0,12,0,12,19,30,0,12,0,12,9,15,0,12,77,44,11,17,50,56,65,38,62,43
1500000US250250403004,250250403004,"Block Group 4, Census Tract 403, Suffolk County, Massachusetts",305,92,53,70,0,12,0,12,0,12,0,12,0,12,7,13,0,12,0,12,6,10,37,60,34,27,27,25,46,37,28,26,67,35
1500000US250250403005,250250403005,"Block Group 5, Census Tract 403, Suffolk County, Massachusetts",264,55,0,12,0,12,0,12,22,18,0,12,9,14,0,12,0,12,0,12,15,17,0,12,31,29,62,41,16,19,35,26,74,38
1500000US250250404011,250250404011,"Block Group 1, Census Tract 404.01, Suffolk County, Massachusetts",804,91,0,12,111,82,60,57,120,75,39,33,13,21,41,49,55,59,7,10,29,28,18,22,39,32,100,61,23,27,32,30,117,62
1500000US250250404012,250250404012,"Block Group 2, Census Tract 404.01, Suffolk County, Massachusetts",389,78,46,40,26,31,8,12,0,12,0,12,37,40,0,12,8,12,0,12,9,15,0,12,40,31,37,31,43,50,44,31,91,46
1500000US250250406001,250250406001,"Block Group 1, Census Tract 406, Suffolk County, Massachusetts",474,73,0,12,28,33,7,10,0,12,0,12,10,12,28,26,4,6,0,12,24,36,62,52,13,15,128,65,39,32,48,31,83,56
1500000US250250406002,250250406002,"Block Group 2, Census Tract 406, Suffolk County, Massachusetts",860,77,45,45,36,34,19,21,40,45,0,12,1,5,3,7,7,11,38,48,24,24,63,50,97,55,40,26,63,36,165,70,219,85
1500000US250250408011,250250408011,"Block Group 1, Census Tract 408.01, Suffolk County, Massachusetts",498,94,135,73,202,91,27,32,14,22,6,10,0,12,61,68,0,12,0,12,16,18,0,12,28,30,9,15,0,12,0,12,0,12
1500000US250250408012,250250408012,"Block Group 2, Census Tract 408.01, Suffolk County, Massachusetts",328,99,38,53,74,62,34,33,38,63,47,35,41,57,16,25,0,12,4,7,24,39,0,12,7,11,5,10,0,12,0,12,0,12
1500000US250250408013,250250408013,"Block Group 3, Census Tract 408.01, Suffolk County, Massachusetts",1306,129,47,42,8,14,16,28,37,44,10,16,11,17,26,42,37,31,37,39,58,46,117,69,154,55,130,57,111,64,148,90,359,117
1500000US250250501011,250250501011,"Block Group 1, Census Tract 501.01, Suffolk County, Massachusetts",514,79,20,31,10,15,10,16,57,53,30,43,0,12,11,16,0,12,33,39,50,53,85,55,151,64,17,25,21,32,0,12,19,26
1500000US250250501012,250250501012,"Block Group 2, Census Tract 501.01, Suffolk County, Massachusetts",771,110,139,72,71,38,88,61,111,75,57,52,34,44,41,39,77,56,28,40,0,12,38,36,7,11,65,55,0,12,0,12,15,23
1500000US250250501013,250250501013,"Block Group 3, Census Tract 501.01, Suffolk County, Massachusetts",580,84,51,48,34,28,34,42,19,22,14,23,23,37,6,9,21,28,58,44,0,12,51,49,102,61,100,69,52,37,0,12,15,17
1500000US250250502001,250250502001,"Block Group 1, Census Tract 502, Suffolk County, Massachusetts",798,132,51,52,7,11,46,38,18,21,112,87,11,19,82,62,47,53,0,12,77,64,78,67,145,85,88,68,18,27,18,20,0,12
1500000US250250502002,250250502002,"Block Group 2, Census Tract 502, Suffolk County, Massachusetts",462,101,38,49,50,41,11,17,50,58,32,50,19,22,0,12,31,30,4,7,44,36,32,39,97,50,0,12,22,24,12,20,20,23
1500000US250250502003,250250502003,"Block Group 3, Census Tract 502, Suffolk County, Massachusetts",296,98,0,12,0,12,7,13,0,12,26,32,24,37,26,37,8,13,68,66,17,20,46,51,51,55,0,12,23,35,0,12,0,12
1500000US250250502004,250250502004,"Block Group 4, Census Tract 502, Suffolk County, Massachusetts",327,103,16,18,8,13,0,12,6,9,10,16,0,12,8,13,59,52,0,12,80,61,52,52,22,35,36,46,0,12,30,32,0,12
1500000US250250503001,250250503001,"Block Group 1, Census Tract 503, Suffolk County, Massachusetts",225,51,0,12,18,15,17,26,9,10,16,20,12,13,0,12,22,25,6,9,52,37,0,12,19,22,48,31,0,12,6,11,0,12
1500000US250250503002,250250503002,"Block Group 2, Census Tract 503, Suffolk County, Massachusetts",780,64,296,71,147,48,72,32,53,25,11,12,38,29,3,6,12,13,17,25,48,36,25,21,40,25,0,12,8,9,10,11,0,12
1500000US250250504001,250250504001,"Block Group 1, Census Tract 504, Suffolk County, Massachusetts",282,61,4,6,0,12,7,11,0,12,28,35,17,16,3,6,53,38,6,8,49,42,30,30,24,31,0,12,8,9,21,23,32,29
1500000US250250504002,250250504002,"Block Group 2, Census Tract 504, Suffolk County, Massachusetts",691,69,16,14,63,36,50,33,24,24,43,32,50,30,34,23,32,29,18,17,106,51,132,57,42,37,23,16,23,21,27,24,8,9
1500000US250250505001,250250505001,"Block Group 1, Census Tract 505, Suffolk County, Massachusetts",732,42,41,26,24,22,4,7,63,35,51,38,77,42,60,39,54,34,51,35,77,39,32,25,83,40,66,42,31,20,12,13,6,9
1500000US250250506001,250250506001,"Block Group 1, Census Tract 506, Suffolk County, Massachusetts",460,82,33,28,37,26,32,25,25,26,44,47,22,26,16,17,0,12,36,33,37,40,52,40,47,36,51,34,5,8,0,12,23,23
1500000US250250506002,250250506002,"Block Group 2, Census Tract 506, Suffolk County, Massachusetts",347,83,11,13,4,7,0,12,38,37,40,33,0,12,0,12,28,37,0,12,0,12,64,36,58,44,59,42,14,16,19,25,12,20
1500000US250250507001,250250507001,"Block Group 1, Census Tract 507, Suffolk County, Massachusetts",850,107,70,52,0,12,48,40,13,22,130,74,20,24,62,52,34,40,26,31,83,56,62,58,57,44,132,67,43,52,70,57,0,12
1500000US250250507002,250250507002,"Block Group 2, Census Tract 507, Suffolk County, Massachusetts",327,89,20,29,8,12,27,33,0,12,0,12,19,21,7,10,21,23,0,12,57,55,48,49,18,22,43,35,38,45,21,24,0,12
1500000US250250507003,250250507003,"Block Group 3, Census Tract 507, Suffolk County, Massachusetts",389,92,51,39,0,12,21,30,13,20,38,37,9,14,34,32,29,31,18,29,0,12,56,43,25,31,0,12,51,50,23,25,21,22
1500000US250250509011,250250509011,"Block Group 1, Census Tract 509.01, Suffolk County, Massachusetts",437,90,10,16,28,33,40,34,0,12,42,49,0,12,7,12,0,12,7,11,49,42,68,48,19,22,109,66,29,30,0,12,29,34
1500000US250250509012,250250509012,"Block Group 2, Census Tract 509.01, Suffolk County, Massachusetts",781,87,28,43,6,10,8,14,21,34,38,39,63,58,10,17,95,63,20,22,64,50,126,69,144,72,39,43,55,42,39,30,25,37
1500000US250250509013,250250509013,"Block Group 3, Census Tract 509.01, Suffolk County, Massachusetts",212,60,6,9,23,27,20,30,0,12,8,13,0,12,18,28,24,38,9,14,63,41,0,12,9,13,24,25,8,14,0,12,0,12
1500000US250250510001,250250510001,"Block Group 1, Census Tract 510, Suffolk County, Massachusetts",850,119,97,72,53,50,25,23,20,34,18,21,0,12,0,12,0,12,19,23,74,51,104,60,131,56,114,75,95,64,82,64,18,24
1500000US250250510002,250250510002,"Block Group 2, Census Tract 510, Suffolk County, Massachusetts",419,72,57,40,69,45,64,44,37,41,9,15,25,34,0,12,18,20,0,12,21,23,42,40,40,31,24,26,0,12,0,12,13,20
1500000US250250510003,250250510003,"Block Group 3, Census Tract 510, Suffolk County, Massachusetts",507,96,118,83,26,25,25,31,12,19,26,22,0,12,9,13,21,34,84,70,9,14,6,10,124,76,35,24,0,12,0,12,12,18
1500000US250250511011,250250511011,"Block Group 1, Census Tract 511.01, Suffolk County, Massachusetts",535,131,66,65,29,47,0,12,9,15,53,52,0,12,0,12,82,58,59,60,33,52,10,15,17,35,93,95,43,50,41,26,0,12
1500000US250250511012,250250511012,"Block Group 2, Census Tract 511.01, Suffolk County, Massachusetts",802,143,167,120,98,82,92,82,73,76,41,47,46,57,63,62,26,29,12,20,13,21,0,12,31,37,116,87,14,23,10,21,0,12
1500000US250250511013,250250511013,"Block Group 3, Census Tract 511.01, Suffolk County, Massachusetts",647,152,16,25,11,17,80,79,0,12,0,12,0,12,45,39,12,19,27,32,55,67,161,99,56,57,27,30,46,53,38,35,73,71
1500000US250250511014,250250511014,"Block Group 4, Census Tract 511.01, Suffolk County, Massachusetts",404,119,0,12,0,12,0,12,14,22,56,89,29,46,0,12,25,28,15,23,26,27,15,24,38,53,72,69,44,65,17,27,53,56
1500000US250250512001,250250512001,"Block Group 1, Census Tract 512, Suffolk County, Massachusetts",45,52,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,57,0,12
1500000US250250512002,250250512002,"Block Group 2, Census Tract 512, Suffolk County, Massachusetts",720,102,63,48,34,29,47,45,101,67,14,22,48,43,0,12,36,50,25,33,52,32,107,69,112,80,21,28,33,30,19,26,8,12
1500000US250250512003,250250512003,"Block Group 3, Census Tract 512, Suffolk County, Massachusetts",373,78,15,18,0,12,10,17,0,12,1,9,16,18,10,15,0,12,7,12,33,33,74,48,97,58,58,47,0,12,27,28,25,24
1500000US250250601011,250250601011,"Block Group 1, Census Tract 601.01, Suffolk County, Massachusetts",416,60,0,12,19,22,20,22,0,12,0,12,0,12,0,12,8,12,0,12,20,27,57,41,39,34,49,31,26,25,51,39,127,63
1500000US250250601012,250250601012,"Block Group 2, Census Tract 601.01, Suffolk County, Massachusetts",351,80,44,45,7,12,0,12,0,12,12,18,0,12,0,12,15,13,16,17,19,22,21,22,54,38,102,60,24,19,25,28,12,15
1500000US250250601013,250250601013,"Block Group 3, Census Tract 601.01, Suffolk County, Massachusetts",423,74,17,27,16,18,0,12,17,26,0,12,22,23,0,12,0,12,0,12,14,16,26,30,70,45,61,44,64,50,36,36,80,43
1500000US250250601014,250250601014,"Block Group 4, Census Tract 601.01, Suffolk County, Massachusetts",458,80,0,12,8,13,0,12,0,12,13,21,0,12,40,41,12,14,40,44,48,41,42,31,52,48,34,44,65,39,72,54,32,27
1500000US250250602001,250250602001,"Block Group 1, Census Tract 602, Suffolk County, Massachusetts",481,66,29,33,14,16,5,8,0,12,6,10,0,12,0,12,8,12,29,30,11,13,68,44,56,41,66,49,63,40,59,37,67,40
1500000US250250602002,250250602002,"Block Group 2, Census Tract 602, Suffolk County, Massachusetts",534,70,13,15,11,11,11,11,10,14,10,15,26,23,0,12,20,26,4,7,33,28,34,22,61,33,52,29,34,24,88,43,127,51
1500000US250250603011,250250603011,"Block Group 1, Census Tract 603.01, Suffolk County, Massachusetts",710,97,32,18,143,54,52,38,0,12,0,12,41,53,11,16,0,12,14,15,45,44,36,33,91,50,47,32,62,54,58,35,78,62
1500000US250250603012,250250603012,"Block Group 2, Census Tract 603.01, Suffolk County, Massachusetts",335,75,8,12,21,23,0,12,34,34,0,12,0,12,0,12,15,17,0,12,0,12,54,57,35,31,15,17,38,27,115,73,0,12
1500000US250250603013,250250603013,"Block Group 3, Census Tract 603.01, Suffolk County, Massachusetts",534,83,58,39,0,12,0,12,0,12,30,36,7,11,4,8,0,12,9,15,27,24,56,49,122,65,16,18,55,35,46,34,104,53
1500000US250250604001,250250604001,"Block Group 1, Census Tract 604, Suffolk County, Massachusetts",496,103,23,27,0,12,0,12,0,12,27,30,35,39,0,12,0,12,0,12,48,44,53,85,113,81,45,53,66,57,69,52,17,28
1500000US250250604002,250250604002,"Block Group 2, Census Tract 604, Suffolk County, Massachusetts",623,137,25,39,0,12,0,12,0,12,0,12,0,12,39,57,0,12,0,12,40,39,16,25,0,12,174,118,131,87,151,73,47,77
1500000US250250604003,250250604003,"Block Group 3, Census Tract 604, Suffolk County, Massachusetts",606,164,55,69,29,36,52,59,16,26,0,12,16,27,0,12,104,121,11,18,32,37,0,12,64,50,43,59,47,54,12,22,125,112
