GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Household received Food Stamps/SNAP in the past 12 months:,Margin of Error; Household received Food Stamps/SNAP in the past 12 months:,Estimate; Household received Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Margin of Error; Household received Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Estimate; Household received Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Margin of Error; Household received Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months:,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months:,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability
1500000US250250404011,250250404011,"Block Group 1, Census Tract 404.01, Suffolk County, Massachusetts",804,91,281,103,210,101,71,43,523,116,139,62,384,108
1500000US250250404012,250250404012,"Block Group 2, Census Tract 404.01, Suffolk County, Massachusetts",389,78,16,20,4,7,12,19,373,81,96,67,277,67
1500000US250250406001,250250406001,"Block Group 1, Census Tract 406, Suffolk County, Massachusetts",474,73,28,34,7,11,21,32,446,78,23,18,423,81
1500000US250250406002,250250406002,"Block Group 2, Census Tract 406, Suffolk County, Massachusetts",860,77,49,27,19,29,30,24,811,78,91,48,720,94
1500000US250250408011,250250408011,"Block Group 1, Census Tract 408.01, Suffolk County, Massachusetts",498,94,349,89,94,63,255,80,149,79,34,29,115,77
1500000US250250408012,250250408012,"Block Group 2, Census Tract 408.01, Suffolk County, Massachusetts",328,99,180,75,54,45,126,63,148,92,34,53,114,79
1500000US250250408013,250250408013,"Block Group 3, Census Tract 408.01, Suffolk County, Massachusetts",1306,129,28,34,20,30,8,14,1278,125,82,56,1196,136
1500000US250250501011,250250501011,"Block Group 1, Census Tract 501.01, Suffolk County, Massachusetts",514,79,114,64,70,44,44,48,400,82,90,62,310,84
1500000US250250501012,250250501012,"Block Group 2, Census Tract 501.01, Suffolk County, Massachusetts",771,110,330,97,251,84,79,60,441,109,59,44,382,102
1500000US250250501013,250250501013,"Block Group 3, Census Tract 501.01, Suffolk County, Massachusetts",580,84,53,48,53,48,0,12,527,87,113,63,414,96
1500000US250250502001,250250502001,"Block Group 1, Census Tract 502, Suffolk County, Massachusetts",798,132,153,87,35,41,118,79,645,123,175,86,470,135
1500000US250250502002,250250502002,"Block Group 2, Census Tract 502, Suffolk County, Massachusetts",462,101,121,64,92,63,29,27,341,88,80,58,261,80
1500000US250250502003,250250502003,"Block Group 3, Census Tract 502, Suffolk County, Massachusetts",296,98,18,29,18,29,0,12,278,97,48,50,230,91
1500000US250250502004,250250502004,"Block Group 4, Census Tract 502, Suffolk County, Massachusetts",327,103,97,50,28,36,69,43,230,105,53,46,177,93
1500000US250250503001,250250503001,"Block Group 1, Census Tract 503, Suffolk County, Massachusetts",225,51,30,21,24,19,6,9,195,53,34,25,161,54
1500000US250250503002,250250503002,"Block Group 2, Census Tract 503, Suffolk County, Massachusetts",780,64,483,83,288,75,195,49,297,64,116,49,181,54
1500000US250250504001,250250504001,"Block Group 1, Census Tract 504, Suffolk County, Massachusetts",282,61,36,31,19,26,17,22,246,58,66,44,180,61
1500000US250250504002,250250504002,"Block Group 2, Census Tract 504, Suffolk County, Massachusetts",691,69,143,63,60,36,83,48,548,67,87,44,461,67
1500000US250250505001,250250505001,"Block Group 1, Census Tract 505, Suffolk County, Massachusetts",732,42,111,45,40,29,71,36,621,61,144,50,477,61
1500000US250250506001,250250506001,"Block Group 1, Census Tract 506, Suffolk County, Massachusetts",460,82,79,54,6,9,73,51,381,78,66,39,315,76
1500000US250250506002,250250506002,"Block Group 2, Census Tract 506, Suffolk County, Massachusetts",347,83,8,9,0,12,8,9,339,83,42,31,297,77
1500000US250250507001,250250507001,"Block Group 1, Census Tract 507, Suffolk County, Massachusetts",850,107,192,81,81,52,111,67,658,117,161,68,497,108
1500000US250250507002,250250507002,"Block Group 2, Census Tract 507, Suffolk County, Massachusetts",327,89,81,58,30,29,51,49,246,89,23,21,223,89
1500000US250250507003,250250507003,"Block Group 3, Census Tract 507, Suffolk County, Massachusetts",389,92,75,50,0,12,75,50,314,91,90,52,224,81
1500000US250250509011,250250509011,"Block Group 1, Census Tract 509.01, Suffolk County, Massachusetts",437,90,74,40,56,41,18,21,363,88,117,67,246,90
1500000US250250509012,250250509012,"Block Group 2, Census Tract 509.01, Suffolk County, Massachusetts",781,87,185,73,71,35,114,75,596,102,133,55,463,103
1500000US250250509013,250250509013,"Block Group 3, Census Tract 509.01, Suffolk County, Massachusetts",212,60,61,51,20,30,41,42,151,52,23,27,128,55
1500000US250250510001,250250510001,"Block Group 1, Census Tract 510, Suffolk County, Massachusetts",850,119,95,70,37,35,58,55,755,119,218,83,537,132
1500000US250250510002,250250510002,"Block Group 2, Census Tract 510, Suffolk County, Massachusetts",419,72,124,60,61,49,63,33,295,69,130,56,165,58
1500000US250250510003,250250510003,"Block Group 3, Census Tract 510, Suffolk County, Massachusetts",507,96,61,51,39,52,22,21,446,87,188,90,258,86
1500000US250250511011,250250511011,"Block Group 1, Census Tract 511.01, Suffolk County, Massachusetts",535,131,17,28,0,12,17,28,518,133,102,80,416,132
1500000US250250511012,250250511012,"Block Group 2, Census Tract 511.01, Suffolk County, Massachusetts",802,143,333,146,81,77,252,146,469,132,145,81,324,127
1500000US250250511013,250250511013,"Block Group 3, Census Tract 511.01, Suffolk County, Massachusetts",647,152,43,53,32,51,11,17,604,146,246,115,358,120
1500000US250250511014,250250511014,"Block Group 4, Census Tract 511.01, Suffolk County, Massachusetts",404,119,25,28,25,28,0,12,379,122,69,48,310,127
1500000US250250512001,250250512001,"Block Group 1, Census Tract 512, Suffolk County, Massachusetts",45,52,9,14,9,14,0,12,36,57,36,57,0,12
1500000US250250512002,250250512002,"Block Group 2, Census Tract 512, Suffolk County, Massachusetts",720,102,178,96,82,58,96,78,542,108,62,44,480,105
1500000US250250512003,250250512003,"Block Group 3, Census Tract 512, Suffolk County, Massachusetts",373,78,25,28,10,17,15,23,348,79,55,42,293,79
1500000US250250601011,250250601011,"Block Group 1, Census Tract 601.01, Suffolk County, Massachusetts",416,60,18,23,6,11,12,19,398,61,80,51,318,71
1500000US250250601012,250250601012,"Block Group 2, Census Tract 601.01, Suffolk County, Massachusetts",351,80,28,25,18,20,10,15,323,78,48,34,275,76
1500000US250250601013,250250601013,"Block Group 3, Census Tract 601.01, Suffolk County, Massachusetts",423,74,17,26,0,12,17,26,406,75,75,45,331,82
1500000US250250601014,250250601014,"Block Group 4, Census Tract 601.01, Suffolk County, Massachusetts",458,80,7,12,0,12,7,12,451,79,34,28,417,79
1500000US250250602001,250250602001,"Block Group 1, Census Tract 602, Suffolk County, Massachusetts",481,66,30,32,6,9,24,31,451,63,46,26,405,69
1500000US250250602002,250250602002,"Block Group 2, Census Tract 602, Suffolk County, Massachusetts",534,70,27,23,0,12,27,23,507,71,80,39,427,77
1500000US250250603011,250250603011,"Block Group 1, Census Tract 603.01, Suffolk County, Massachusetts",710,97,147,66,89,54,58,40,563,106,87,49,476,90
1500000US250250603012,250250603012,"Block Group 2, Census Tract 603.01, Suffolk County, Massachusetts",335,75,40,31,26,25,14,16,295,72,24,22,271,72
1500000US250250603013,250250603013,"Block Group 3, Census Tract 603.01, Suffolk County, Massachusetts",534,83,46,54,21,33,25,42,488,81,61,40,427,79
1500000US250250604001,250250604001,"Block Group 1, Census Tract 604, Suffolk County, Massachusetts",496,103,26,41,26,41,0,12,470,111,121,64,349,112
1500000US250250604002,250250604002,"Block Group 2, Census Tract 604, Suffolk County, Massachusetts",623,137,0,12,0,12,0,12,623,137,56,77,567,126
1500000US250250604003,250250604003,"Block Group 3, Census Tract 604, Suffolk County, Massachusetts",606,164,59,72,43,68,16,27,547,157,146,84,401,161
1500000US250250604004,250250604004,"Block Group 4, Census Tract 604, Suffolk County, Massachusetts",570,133,69,53,39,54,30,36,501,134,162,111,339,104
1500000US250250604005,250250604005,"Block Group 5, Census Tract 604, Suffolk County, Massachusetts",291,107,5,12,0,12,5,12,286,106,7,14,279,109
1500000US250250605011,250250605011,"Block Group 1, Census Tract 605.01, Suffolk County, Massachusetts",391,83,54,53,0,12,54,53,337,79,32,23,305,83
1500000US250250605012,250250605012,"Block Group 2, Census Tract 605.01, Suffolk County, Massachusetts",486,98,7,10,7,10,0,12,479,97,61,44,418,100
1500000US250250605013,250250605013,"Block Group 3, Census Tract 605.01, Suffolk County, Massachusetts",398,63,13,14,7,11,6,9,385,63,46,34,339,65
1500000US250250605014,250250605014,"Block Group 4, Census Tract 605.01, Suffolk County, Massachusetts",318,69,0,12,0,12,0,12,318,69,15,18,303,70
1500000US250250605015,250250605015,"Block Group 5, Census Tract 605.01, Suffolk County, Massachusetts",311,59,43,42,25,39,18,20,268,52,3,5,265,53
1500000US250250606001,250250606001,"Block Group 1, Census Tract 606, Suffolk County, Massachusetts",1421,127,81,63,37,47,44,38,1340,135,142,58,1198,143
1500000US250250607001,250250607001,"Block Group 1, Census Tract 607, Suffolk County, Massachusetts",245,56,115,51,69,43,46,31,130,54,40,33,90,46
1500000US250250607002,250250607002,"Block Group 2, Census Tract 607, Suffolk County, Massachusetts",556,63,287,76,125,44,162,66,269,70,106,45,163,62
1500000US250250608001,250250608001,"Block Group 1, Census Tract 608, Suffolk County, Massachusetts",291,123,61,91,61,91,0,12,230,92,95,69,135,71
1500000US250250608002,250250608002,"Block Group 2, Census Tract 608, Suffolk County, Massachusetts",442,148,36,49,36,49,0,12,406,148,51,49,355,146
1500000US250250608003,250250608003,"Block Group 3, Census Tract 608, Suffolk County, Massachusetts",496,141,22,36,22,36,0,12,474,148,64,54,410,150
1500000US250250608004,250250608004,"Block Group 4, Census Tract 608, Suffolk County, Massachusetts",894,165,187,136,139,127,48,60,707,161,168,84,539,153
1500000US250250610001,250250610001,"Block Group 1, Census Tract 610, Suffolk County, Massachusetts",493,97,24,24,24,24,0,12,469,102,41,38,428,105
1500000US250250610002,250250610002,"Block Group 2, Census Tract 610, Suffolk County, Massachusetts",645,112,439,106,240,98,199,90,206,95,19,21,187,96
1500000US250250610003,250250610003,"Block Group 3, Census Tract 610, Suffolk County, Massachusetts",171,89,103,73,45,47,58,55,68,71,0,12,68,71
1500000US250250611011,250250611011,"Block Group 1, Census Tract 611.01, Suffolk County, Massachusetts",231,53,91,42,41,28,50,32,140,49,40,31,100,43
1500000US250250611012,250250611012,"Block Group 2, Census Tract 611.01, Suffolk County, Massachusetts",806,73,473,79,220,69,253,66,333,79,83,35,250,72
1500000US250250612001,250250612001,"Block Group 1, Census Tract 612, Suffolk County, Massachusetts",1415,147,36,31,6,10,30,28,1379,152,57,51,1322,157
1500000US250250612002,250250612002,"Block Group 2, Census Tract 612, Suffolk County, Massachusetts",259,74,85,65,42,47,43,43,174,62,32,32,142,56
1500000US250250612003,250250612003,"Block Group 3, Census Tract 612, Suffolk County, Massachusetts",352,80,19,30,0,12,19,30,333,79,31,32,302,82
1500000US250250701011,250250701011,"Block Group 1, Census Tract 701.01, Suffolk County, Massachusetts",598,119,0,12,0,12,0,12,598,119,133,62,465,114
1500000US250250701012,250250701012,"Block Group 2, Census Tract 701.01, Suffolk County, Massachusetts",111,85,0,12,0,12,0,12,111,85,0,12,111,85
1500000US250250701013,250250701013,"Block Group 3, Census Tract 701.01, Suffolk County, Massachusetts",366,97,103,65,93,65,10,17,263,80,21,24,242,77
1500000US250250701014,250250701014,"Block Group 4, Census Tract 701.01, Suffolk County, Massachusetts",592,140,56,42,25,28,31,36,536,143,139,83,397,130
1500000US250250701015,250250701015,"Block Group 5, Census Tract 701.01, Suffolk County, Massachusetts",92,34,0,12,0,12,0,12,92,34,20,24,72,43
1500000US250250701016,250250701016,"Block Group 6, Census Tract 701.01, Suffolk County, Massachusetts",396,121,0,12,0,12,0,12,396,121,15,24,381,126
1500000US250250701017,250250701017,"Block Group 7, Census Tract 701.01, Suffolk County, Massachusetts",564,145,78,44,13,21,65,38,486,141,15,25,471,140
1500000US250250701018,250250701018,"Block Group 8, Census Tract 701.01, Suffolk County, Massachusetts",122,87,0,12,0,12,0,12,122,87,0,12,122,87
1500000US250250702001,250250702001,"Block Group 1, Census Tract 702, Suffolk County, Massachusetts",509,113,106,78,13,16,93,75,403,110,27,28,376,108
1500000US250250702002,250250702002,"Block Group 2, Census Tract 702, Suffolk County, Massachusetts",503,116,207,97,46,52,161,86,296,103,102,64,194,82
1500000US250250702003,250250702003,"Block Group 3, Census Tract 702, Suffolk County, Massachusetts",646,117,346,117,115,74,231,113,300,89,59,58,241,79
1500000US250250703001,250250703001,"Block Group 1, Census Tract 703, Suffolk County, Massachusetts",549,111,72,66,61,74,11,17,477,99,50,40,427,109
1500000US250250703002,250250703002,"Block Group 2, Census Tract 703, Suffolk County, Massachusetts",475,121,87,58,0,12,87,58,388,104,0,12,388,104
1500000US250250703003,250250703003,"Block Group 3, Census Tract 703, Suffolk County, Massachusetts",710,133,107,89,107,89,0,12,603,126,39,32,564,134
1500000US250250703004,250250703004,"Block Group 4, Census Tract 703, Suffolk County, Massachusetts",727,104,0,12,0,12,0,12,727,104,15,20,712,108
1500000US250250704021,250250704021,"Block Group 1, Census Tract 704.02, Suffolk County, Massachusetts",686,47,305,53,112,40,193,57,381,63,104,39,277,57
1500000US250250705001,250250705001,"Block Group 1, Census Tract 705, Suffolk County, Massachusetts",1204,165,26,42,0,12,26,42,1178,161,50,47,1128,164
1500000US250250705002,250250705002,"Block Group 2, Census Tract 705, Suffolk County, Massachusetts",424,138,300,132,165,125,135,108,124,85,0,12,124,85
1500000US250250705003,250250705003,"Block Group 3, Census Tract 705, Suffolk County, Massachusetts",695,138,103,66,69,56,34,36,592,132,14,23,578,130
1500000US250250705004,250250705004,"Block Group 4, Census Tract 705, Suffolk County, Massachusetts",653,111,193,86,89,66,104,66,460,94,40,45,420,90
1500000US250250706001,250250706001,"Block Group 1, Census Tract 706, Suffolk County, Massachusetts",625,92,10,16,0,12,10,16,615,91,28,25,587,92
1500000US250250706002,250250706002,"Block Group 2, Census Tract 706, Suffolk County, Massachusetts",636,85,0,12,0,12,0,12,636,85,21,23,615,85
1500000US250250707001,250250707001,"Block Group 1, Census Tract 707, Suffolk County, Massachusetts",763,100,33,29,0,12,33,29,730,102,133,81,597,109
1500000US250250707002,250250707002,"Block Group 2, Census Tract 707, Suffolk County, Massachusetts",598,94,31,27,17,18,14,22,567,96,34,30,533,103
1500000US250250708001,250250708001,"Block Group 1, Census Tract 708, Suffolk County, Massachusetts",945,176,133,89,89,77,44,54,812,167,70,79,742,182
1500000US250250708002,250250708002,"Block Group 2, Census Tract 708, Suffolk County, Massachusetts",646,133,55,49,14,23,41,44,591,133,72,67,519,135
1500000US250250708003,250250708003,"Block Group 3, Census Tract 708, Suffolk County, Massachusetts",449,107,0,12,0,12,0,12,449,107,34,36,415,109
1500000US250250709001,250250709001,"Block Group 1, Census Tract 709, Suffolk County, Massachusetts",1049,135,204,85,85,59,119,60,845,125,41,35,804,120
1500000US250250709002,250250709002,"Block Group 2, Census Tract 709, Suffolk County, Massachusetts",490,85,170,65,100,50,70,47,320,96,53,44,267,92
1500000US250250711011,250250711011,"Block Group 1, Census Tract 711.01, Suffolk County, Massachusetts",905,155,211,98,97,74,114,91,694,143,65,59,629,129
1500000US250250711012,250250711012,"Block Group 2, Census Tract 711.01, Suffolk County, Massachusetts",624,119,54,48,18,30,36,38,570,121,15,24,555,120
1500000US250250711013,250250711013,"Block Group 3, Census Tract 711.01, Suffolk County, Massachusetts",567,137,177,110,92,75,85,85,390,158,56,70,334,148
1500000US250250712011,250250712011,"Block Group 1, Census Tract 712.01, Suffolk County, Massachusetts",715,113,93,58,9,13,84,59,622,98,80,56,542,88
1500000US250250712012,250250712012,"Block Group 2, Census Tract 712.01, Suffolk County, Massachusetts",643,101,434,107,223,99,211,88,209,72,78,57,131,49
1500000US250250801001,250250801001,"Block Group 1, Census Tract 801, Suffolk County, Massachusetts",427,56,82,40,28,22,54,36,345,65,89,39,256,65
1500000US250250801002,250250801002,"Block Group 2, Census Tract 801, Suffolk County, Massachusetts",266,55,102,47,20,23,82,38,164,55,31,25,133,51
1500000US250250803001,250250803001,"Block Group 1, Census Tract 803, Suffolk County, Massachusetts",801,66,257,68,125,54,132,54,544,82,130,58,414,84
1500000US250250804011,250250804011,"Block Group 1, Census Tract 804.01, Suffolk County, Massachusetts",528,86,236,60,93,46,143,54,292,82,35,35,257,75
1500000US250250804012,250250804012,"Block Group 2, Census Tract 804.01, Suffolk County, Massachusetts",818,79,412,101,196,85,216,80,406,99,180,71,226,72
1500000US250250805001,250250805001,"Block Group 1, Census Tract 805, Suffolk County, Massachusetts",446,84,133,75,37,29,96,66,313,77,106,64,207,72
1500000US250250805002,250250805002,"Block Group 2, Census Tract 805, Suffolk County, Massachusetts",908,97,495,98,219,84,276,92,413,112,87,59,326,100
1500000US250250806011,250250806011,"Block Group 1, Census Tract 806.01, Suffolk County, Massachusetts",355,61,113,50,32,32,81,47,242,50,35,21,207,44
1500000US250250806012,250250806012,"Block Group 2, Census Tract 806.01, Suffolk County, Massachusetts",295,55,234,56,93,41,141,56,61,41,23,30,38,28
1500000US250250806013,250250806013,"Block Group 3, Census Tract 806.01, Suffolk County, Massachusetts",284,67,173,65,109,44,64,52,111,44,29,27,82,42
1500000US250250808011,250250808011,"Block Group 1, Census Tract 808.01, Suffolk County, Massachusetts",334,75,174,59,116,49,58,48,160,61,74,41,86,55
1500000US250250808012,250250808012,"Block Group 2, Census Tract 808.01, Suffolk County, Massachusetts",583,75,166,74,48,37,118,60,417,83,94,52,323,78
1500000US250250809001,250250809001,"Block Group 1, Census Tract 809, Suffolk County, Massachusetts",633,97,8,13,0,12,8,13,625,93,54,37,571,97
1500000US250250809002,250250809002,"Block Group 2, Census Tract 809, Suffolk County, Massachusetts",449,110,39,30,20,23,19,21,410,104,39,40,371,99
1500000US250250809003,250250809003,"Block Group 3, Census Tract 809, Suffolk County, Massachusetts",367,83,16,25,0,12,16,25,351,85,37,43,314,83
1500000US250250810011,250250810011,"Block Group 1, Census Tract 810.01, Suffolk County, Massachusetts",221,70,70,47,45,42,25,39,151,64,0,12,151,64
1500000US250250810012,250250810012,"Block Group 2, Census Tract 810.01, Suffolk County, Massachusetts",1251,133,782,125,424,126,358,109,469,122,96,69,373,120
1500000US250250810013,250250810013,"Block Group 3, Census Tract 810.01, Suffolk County, Massachusetts",245,93,0,12,0,12,0,12,245,93,46,44,199,96
1500000US250250810014,250250810014,"Block Group 4, Census Tract 810.01, Suffolk County, Massachusetts",442,98,77,75,58,68,19,29,365,98,40,39,325,101
1500000US250250811001,250250811001,"Block Group 1, Census Tract 811, Suffolk County, Massachusetts",396,80,24,25,16,21,8,14,372,80,38,39,334,80
1500000US250250811002,250250811002,"Block Group 2, Census Tract 811, Suffolk County, Massachusetts",835,107,130,87,47,33,83,81,705,113,98,43,607,106
1500000US250250811003,250250811003,"Block Group 3, Census Tract 811, Suffolk County, Massachusetts",397,62,31,27,11,17,20,22,366,67,24,27,342,72
1500000US250250812001,250250812001,"Block Group 1, Census Tract 812, Suffolk County, Massachusetts",799,96,478,100,281,87,197,69,321,74,128,69,193,69
1500000US250250812002,250250812002,"Block Group 2, Census Tract 812, Suffolk County, Massachusetts",424,74,95,60,62,48,33,31,329,70,37,34,292,67
1500000US250250813001,250250813001,"Block Group 1, Census Tract 813, Suffolk County, Massachusetts",724,161,387,146,223,118,164,113,337,137,71,57,266,124
1500000US250250813002,250250813002,"Block Group 2, Census Tract 813, Suffolk County, Massachusetts",785,180,260,149,71,83,189,123,525,193,218,118,307,157
1500000US250250813003,250250813003,"Block Group 3, Census Tract 813, Suffolk County, Massachusetts",617,181,255,117,147,114,108,79,362,135,68,66,294,128
1500000US250250814001,250250814001,"Block Group 1, Census Tract 814, Suffolk County, Massachusetts",450,61,123,54,85,42,38,38,327,49,61,35,266,52
1500000US250250814002,250250814002,"Block Group 2, Census Tract 814, Suffolk County, Massachusetts",254,71,66,38,23,22,43,31,188,66,93,62,95,49
1500000US250250814003,250250814003,"Block Group 3, Census Tract 814, Suffolk County, Massachusetts",536,73,63,53,0,12,63,53,473,80,43,34,430,82
1500000US250250815001,250250815001,"Block Group 1, Census Tract 815, Suffolk County, Massachusetts",374,66,59,36,16,20,43,32,315,67,33,24,282,68
1500000US250250815002,250250815002,"Block Group 2, Census Tract 815, Suffolk County, Massachusetts",476,79,187,62,77,37,110,51,289,69,89,52,200,58
1500000US250250817001,250250817001,"Block Group 1, Census Tract 817, Suffolk County, Massachusetts",193,58,90,54,71,53,19,30,103,66,48,49,55,41
1500000US250250817002,250250817002,"Block Group 2, Census Tract 817, Suffolk County, Massachusetts",364,90,214,91,132,74,82,62,150,61,35,26,115,56
1500000US250250817003,250250817003,"Block Group 3, Census Tract 817, Suffolk County, Massachusetts",319,81,123,67,53,43,70,56,196,71,56,53,140,68
1500000US250250817004,250250817004,"Block Group 4, Census Tract 817, Suffolk County, Massachusetts",279,72,101,54,27,32,74,46,178,72,49,42,129,66
1500000US250250817005,250250817005,"Block Group 5, Census Tract 817, Suffolk County, Massachusetts",335,83,62,38,40,33,22,25,273,88,33,27,240,92
1500000US250250818001,250250818001,"Block Group 1, Census Tract 818, Suffolk County, Massachusetts",454,116,194,81,64,55,130,67,260,106,93,56,167,89
1500000US250250818002,250250818002,"Block Group 2, Census Tract 818, Suffolk County, Massachusetts",489,108,251,99,141,63,110,81,238,85,77,56,161,81
1500000US250250818003,250250818003,"Block Group 3, Census Tract 818, Suffolk County, Massachusetts",436,112,142,85,30,38,112,80,294,100,119,59,175,81
1500000US250250819001,250250819001,"Block Group 1, Census Tract 819, Suffolk County, Massachusetts",323,80,106,64,41,34,65,58,217,64,49,33,168,63
1500000US250250819002,250250819002,"Block Group 2, Census Tract 819, Suffolk County, Massachusetts",351,92,208,96,144,75,64,67,143,63,53,45,90,55
1500000US250250819003,250250819003,"Block Group 3, Census Tract 819, Suffolk County, Massachusetts",265,107,79,62,25,31,54,60,186,112,8,12,178,114
1500000US250250819004,250250819004,"Block Group 4, Census Tract 819, Suffolk County, Massachusetts",474,115,205,119,74,56,131,102,269,84,81,64,188,71
1500000US250250820001,250250820001,"Block Group 1, Census Tract 820, Suffolk County, Massachusetts",461,94,137,62,24,28,113,63,324,89,107,56,217,74
1500000US250250820002,250250820002,"Block Group 2, Census Tract 820, Suffolk County, Massachusetts",230,75,44,38,18,29,26,24,186,73,47,36,139,74
1500000US250250820003,250250820003,"Block Group 3, Census Tract 820, Suffolk County, Massachusetts",469,96,195,81,133,69,62,57,274,96,64,42,210,88
1500000US250250821001,250250821001,"Block Group 1, Census Tract 821, Suffolk County, Massachusetts",443,128,238,103,76,77,162,78,205,126,10,16,195,126
1500000US250250821002,250250821002,"Block Group 2, Census Tract 821, Suffolk County, Massachusetts",647,150,401,154,186,102,215,131,246,120,97,85,149,89
1500000US250250821003,250250821003,"Block Group 3, Census Tract 821, Suffolk County, Massachusetts",1040,172,495,152,255,123,240,117,545,155,118,86,427,134
1500000US250250901001,250250901001,"Block Group 1, Census Tract 901, Suffolk County, Massachusetts",698,89,391,85,244,78,147,63,307,84,92,50,215,78
1500000US250250901002,250250901002,"Block Group 2, Census Tract 901, Suffolk County, Massachusetts",294,76,118,61,53,36,65,52,176,60,82,51,94,46
1500000US250250901003,250250901003,"Block Group 3, Census Tract 901, Suffolk County, Massachusetts",326,80,152,80,56,42,96,71,174,64,39,35,135,66
1500000US250250901004,250250901004,"Block Group 4, Census Tract 901, Suffolk County, Massachusetts",305,91,101,59,40,35,61,47,204,79,34,23,170,81
1500000US250250901005,250250901005,"Block Group 5, Census Tract 901, Suffolk County, Massachusetts",184,69,82,54,43,32,39,43,102,56,35,32,67,45
1500000US250250902001,250250902001,"Block Group 1, Census Tract 902, Suffolk County, Massachusetts",213,61,81,38,49,31,32,21,132,55,47,41,85,35
1500000US250250902002,250250902002,"Block Group 2, Census Tract 902, Suffolk County, Massachusetts",311,63,178,57,106,54,72,40,133,59,41,32,92,51
1500000US250250902003,250250902003,"Block Group 3, Census Tract 902, Suffolk County, Massachusetts",290,67,132,53,52,33,80,47,158,60,44,27,114,58
1500000US250250903001,250250903001,"Block Group 1, Census Tract 903, Suffolk County, Massachusetts",298,100,171,80,82,59,89,66,127,61,56,56,71,52
1500000US250250903002,250250903002,"Block Group 2, Census Tract 903, Suffolk County, Massachusetts",661,114,387,112,224,83,163,86,274,88,43,35,231,91
1500000US250250903003,250250903003,"Block Group 3, Census Tract 903, Suffolk County, Massachusetts",305,91,120,57,39,41,81,44,185,86,82,62,103,64
1500000US250250904001,250250904001,"Block Group 1, Census Tract 904, Suffolk County, Massachusetts",243,75,86,53,50,40,36,42,157,77,67,60,90,60
1500000US250250904002,250250904002,"Block Group 2, Census Tract 904, Suffolk County, Massachusetts",528,101,270,106,192,95,78,45,258,88,20,15,238,88
1500000US250250904003,250250904003,"Block Group 3, Census Tract 904, Suffolk County, Massachusetts",179,63,40,37,16,19,24,31,139,57,40,34,99,56
1500000US250250904004,250250904004,"Block Group 4, Census Tract 904, Suffolk County, Massachusetts",274,78,55,38,23,37,32,23,219,75,110,78,109,58
1500000US250250906001,250250906001,"Block Group 1, Census Tract 906, Suffolk County, Massachusetts",333,60,74,30,35,24,39,24,259,59,95,42,164,59
1500000US250250906002,250250906002,"Block Group 2, Census Tract 906, Suffolk County, Massachusetts",404,58,158,54,69,36,89,42,246,65,54,37,192,54
1500000US250250907001,250250907001,"Block Group 1, Census Tract 907, Suffolk County, Massachusetts",507,111,103,59,18,19,85,57,404,112,71,59,333,111
1500000US250250907002,250250907002,"Block Group 2, Census Tract 907, Suffolk County, Massachusetts",520,106,80,45,29,35,51,45,440,102,110,60,330,95
1500000US250250907003,250250907003,"Block Group 3, Census Tract 907, Suffolk County, Massachusetts",536,93,70,42,18,22,52,41,466,97,63,53,403,99
1500000US250250907004,250250907004,"Block Group 4, Census Tract 907, Suffolk County, Massachusetts",259,84,42,43,17,28,25,32,217,79,15,23,202,77
1500000US250250909011,250250909011,"Block Group 1, Census Tract 909.01, Suffolk County, Massachusetts",645,92,183,78,56,38,127,73,462,103,21,27,441,103
1500000US250250909012,250250909012,"Block Group 2, Census Tract 909.01, Suffolk County, Massachusetts",792,108,79,50,71,49,8,13,713,105,55,41,658,106
1500000US250250910011,250250910011,"Block Group 1, Census Tract 910.01, Suffolk County, Massachusetts",266,76,113,81,42,53,71,61,153,71,17,21,136,71
1500000US250250910012,250250910012,"Block Group 2, Census Tract 910.01, Suffolk County, Massachusetts",402,93,102,56,64,54,38,33,300,92,48,49,252,89
1500000US250250910013,250250910013,"Block Group 3, Census Tract 910.01, Suffolk County, Massachusetts",270,69,15,20,7,12,8,15,255,68,33,25,222,72
1500000US250250910014,250250910014,"Block Group 4, Census Tract 910.01, Suffolk County, Massachusetts",422,75,37,36,26,32,11,17,385,71,45,30,340,69
1500000US250250911001,250250911001,"Block Group 1, Census Tract 911, Suffolk County, Massachusetts",536,110,51,44,43,41,8,14,485,104,61,41,424,107
