GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
1500000US250250006013,250250006013,"Block Group 3, Census Tract 6.01, Suffolk County, Massachusetts",242,50,75,38,167,47
1500000US250250006014,250250006014,"Block Group 4, Census Tract 6.01, Suffolk County, Massachusetts",393,67,135,45,258,68
1500000US250250006021,250250006021,"Block Group 1, Census Tract 6.02, Suffolk County, Massachusetts",595,98,135,63,460,92
1500000US250250006022,250250006022,"Block Group 2, Census Tract 6.02, Suffolk County, Massachusetts",507,70,26,24,481,69
1500000US250250006023,250250006023,"Block Group 3, Census Tract 6.02, Suffolk County, Massachusetts",620,100,0,12,620,100
1500000US250250007011,250250007011,"Block Group 1, Census Tract 7.01, Suffolk County, Massachusetts",443,120,14,22,429,119
1500000US250250007012,250250007012,"Block Group 2, Census Tract 7.01, Suffolk County, Massachusetts",214,58,0,12,214,58
1500000US250250007013,250250007013,"Block Group 3, Census Tract 7.01, Suffolk County, Massachusetts",282,74,37,42,245,74
1500000US250250007014,250250007014,"Block Group 4, Census Tract 7.01, Suffolk County, Massachusetts",307,110,69,48,238,105
1500000US250250007015,250250007015,"Block Group 5, Census Tract 7.01, Suffolk County, Massachusetts",632,126,74,55,558,126
1500000US250250007031,250250007031,"Block Group 1, Census Tract 7.03, Suffolk County, Massachusetts",482,89,0,12,482,89
1500000US250250007032,250250007032,"Block Group 2, Census Tract 7.03, Suffolk County, Massachusetts",529,62,20,17,509,64
1500000US250250007041,250250007041,"Block Group 1, Census Tract 7.04, Suffolk County, Massachusetts",794,120,140,63,654,122
1500000US250250007042,250250007042,"Block Group 2, Census Tract 7.04, Suffolk County, Massachusetts",456,132,32,45,424,134
1500000US250250007043,250250007043,"Block Group 3, Census Tract 7.04, Suffolk County, Massachusetts",510,105,5,15,505,103
1500000US250250007044,250250007044,"Block Group 4, Census Tract 7.04, Suffolk County, Massachusetts",370,86,3,25,367,93
1500000US250250008021,250250008021,"Block Group 1, Census Tract 8.02, Suffolk County, Massachusetts",386,74,13,21,373,77
1500000US250250008022,250250008022,"Block Group 2, Census Tract 8.02, Suffolk County, Massachusetts",577,124,68,57,509,122
1500000US250250008023,250250008023,"Block Group 3, Census Tract 8.02, Suffolk County, Massachusetts",189,57,122,59,67,63
1500000US250250008024,250250008024,"Block Group 4, Census Tract 8.02, Suffolk County, Massachusetts",702,102,208,73,494,109
1500000US250250008025,250250008025,"Block Group 5, Census Tract 8.02, Suffolk County, Massachusetts",691,134,13,22,678,133
1500000US250250008031,250250008031,"Block Group 1, Census Tract 8.03, Suffolk County, Massachusetts",661,79,15,14,646,80
1500000US250250008032,250250008032,"Block Group 2, Census Tract 8.03, Suffolk County, Massachusetts",0,12,0,12,0,12
1500000US250250101031,250250101031,"Block Group 1, Census Tract 101.03, Suffolk County, Massachusetts",330,44,55,33,275,46
1500000US250250101032,250250101032,"Block Group 2, Census Tract 101.03, Suffolk County, Massachusetts",22,15,0,12,22,15
1500000US250250101033,250250101033,"Block Group 3, Census Tract 101.03, Suffolk County, Massachusetts",100,41,3,5,97,41
1500000US250250101041,250250101041,"Block Group 1, Census Tract 101.04, Suffolk County, Massachusetts",730,90,383,83,347,78
1500000US250250101042,250250101042,"Block Group 2, Census Tract 101.04, Suffolk County, Massachusetts",460,88,51,32,409,87
1500000US250250101043,250250101043,"Block Group 3, Census Tract 101.04, Suffolk County, Massachusetts",498,91,51,41,447,90
1500000US250250102031,250250102031,"Block Group 1, Census Tract 102.03, Suffolk County, Massachusetts",595,120,0,12,595,120
1500000US250250102032,250250102032,"Block Group 2, Census Tract 102.03, Suffolk County, Massachusetts",1172,184,0,12,1172,184
1500000US250250102033,250250102033,"Block Group 3, Census Tract 102.03, Suffolk County, Massachusetts",1040,175,84,51,956,182
1500000US250250102034,250250102034,"Block Group 4, Census Tract 102.03, Suffolk County, Massachusetts",208,65,39,33,169,66
1500000US250250102041,250250102041,"Block Group 1, Census Tract 102.04, Suffolk County, Massachusetts",120,37,0,12,120,37
1500000US250250102042,250250102042,"Block Group 2, Census Tract 102.04, Suffolk County, Massachusetts",366,79,38,28,328,79
1500000US250250102043,250250102043,"Block Group 3, Census Tract 102.04, Suffolk County, Massachusetts",434,85,69,38,365,77
1500000US250250103001,250250103001,"Block Group 1, Census Tract 103, Suffolk County, Massachusetts",152,25,0,12,152,25
1500000US250250103002,250250103002,"Block Group 2, Census Tract 103, Suffolk County, Massachusetts",134,32,61,28,73,27
1500000US250250104031,250250104031,"Block Group 1, Census Tract 104.03, Suffolk County, Massachusetts",805,133,0,12,805,133
1500000US250250104032,250250104032,"Block Group 2, Census Tract 104.03, Suffolk County, Massachusetts",520,116,29,37,491,111
1500000US250250104033,250250104033,"Block Group 3, Census Tract 104.03, Suffolk County, Massachusetts",525,123,42,48,483,124
1500000US250250104041,250250104041,"Block Group 1, Census Tract 104.04, Suffolk County, Massachusetts",854,131,61,37,793,128
1500000US250250104042,250250104042,"Block Group 2, Census Tract 104.04, Suffolk County, Massachusetts",137,48,0,12,137,48
1500000US250250104043,250250104043,"Block Group 3, Census Tract 104.04, Suffolk County, Massachusetts",412,106,101,32,311,101
1500000US250250104051,250250104051,"Block Group 1, Census Tract 104.05, Suffolk County, Massachusetts",7,10,0,12,7,10
1500000US250250104052,250250104052,"Block Group 2, Census Tract 104.05, Suffolk County, Massachusetts",508,51,93,39,415,61
1500000US250250104053,250250104053,"Block Group 3, Census Tract 104.05, Suffolk County, Massachusetts",352,48,0,12,352,48
1500000US250250104081,250250104081,"Block Group 1, Census Tract 104.08, Suffolk County, Massachusetts",906,57,121,64,785,65
1500000US250250105001,250250105001,"Block Group 1, Census Tract 105, Suffolk County, Massachusetts",344,78,0,12,344,78
1500000US250250105002,250250105002,"Block Group 2, Census Tract 105, Suffolk County, Massachusetts",752,112,101,55,651,105
1500000US250250105003,250250105003,"Block Group 3, Census Tract 105, Suffolk County, Massachusetts",580,96,77,42,503,85
1500000US250250106001,250250106001,"Block Group 1, Census Tract 106, Suffolk County, Massachusetts",1233,144,139,52,1094,141
1500000US250250106002,250250106002,"Block Group 2, Census Tract 106, Suffolk County, Massachusetts",765,110,140,72,625,97
1500000US250250107011,250250107011,"Block Group 1, Census Tract 107.01, Suffolk County, Massachusetts",508,115,188,74,320,96
1500000US250250107012,250250107012,"Block Group 2, Census Tract 107.01, Suffolk County, Massachusetts",540,115,173,67,367,124
1500000US250250107013,250250107013,"Block Group 3, Census Tract 107.01, Suffolk County, Massachusetts",453,85,150,57,303,82
1500000US250250107021,250250107021,"Block Group 1, Census Tract 107.02, Suffolk County, Massachusetts",485,103,222,87,263,86
1500000US250250107022,250250107022,"Block Group 2, Census Tract 107.02, Suffolk County, Massachusetts",319,76,133,47,186,65
1500000US250250107023,250250107023,"Block Group 3, Census Tract 107.02, Suffolk County, Massachusetts",507,80,244,59,263,66
1500000US250250108011,250250108011,"Block Group 1, Census Tract 108.01, Suffolk County, Massachusetts",372,92,203,82,169,80
1500000US250250108012,250250108012,"Block Group 2, Census Tract 108.01, Suffolk County, Massachusetts",641,103,364,87,277,79
1500000US250250108013,250250108013,"Block Group 3, Census Tract 108.01, Suffolk County, Massachusetts",728,112,405,94,323,113
1500000US250250108021,250250108021,"Block Group 1, Census Tract 108.02, Suffolk County, Massachusetts",557,117,224,80,333,99
1500000US250250108022,250250108022,"Block Group 2, Census Tract 108.02, Suffolk County, Massachusetts",786,118,356,82,430,110
1500000US250250108023,250250108023,"Block Group 3, Census Tract 108.02, Suffolk County, Massachusetts",330,67,173,49,157,59
1500000US250250201011,250250201011,"Block Group 1, Census Tract 201.01, Suffolk County, Massachusetts",465,163,218,121,247,144
1500000US250250201012,250250201012,"Block Group 2, Census Tract 201.01, Suffolk County, Massachusetts",645,161,226,85,419,159
1500000US250250201013,250250201013,"Block Group 3, Census Tract 201.01, Suffolk County, Massachusetts",756,147,407,132,349,138
1500000US250250201014,250250201014,"Block Group 4, Census Tract 201.01, Suffolk County, Massachusetts",781,151,324,135,457,145
1500000US250250202001,250250202001,"Block Group 1, Census Tract 202, Suffolk County, Massachusetts",884,139,81,61,803,133
1500000US250250202002,250250202002,"Block Group 2, Census Tract 202, Suffolk County, Massachusetts",700,123,183,83,517,117
1500000US250250202003,250250202003,"Block Group 3, Census Tract 202, Suffolk County, Massachusetts",610,96,138,57,472,92
1500000US250250203011,250250203011,"Block Group 1, Census Tract 203.01, Suffolk County, Massachusetts",176,57,0,12,176,57
1500000US250250203012,250250203012,"Block Group 2, Census Tract 203.01, Suffolk County, Massachusetts",1120,109,202,70,918,114
1500000US250250203021,250250203021,"Block Group 1, Census Tract 203.02, Suffolk County, Massachusetts",582,55,191,52,391,56
1500000US250250203031,250250203031,"Block Group 1, Census Tract 203.03, Suffolk County, Massachusetts",652,137,0,12,652,137
1500000US250250203032,250250203032,"Block Group 2, Census Tract 203.03, Suffolk County, Massachusetts",272,70,62,43,210,60
1500000US250250203033,250250203033,"Block Group 3, Census Tract 203.03, Suffolk County, Massachusetts",791,113,405,90,386,101
1500000US250250301001,250250301001,"Block Group 1, Census Tract 301, Suffolk County, Massachusetts",828,96,150,64,678,104
1500000US250250301002,250250301002,"Block Group 2, Census Tract 301, Suffolk County, Massachusetts",469,94,124,56,345,93
1500000US250250302001,250250302001,"Block Group 1, Census Tract 302, Suffolk County, Massachusetts",1052,78,253,96,799,103
1500000US250250303001,250250303001,"Block Group 1, Census Tract 303, Suffolk County, Massachusetts",1436,160,687,144,749,176
1500000US250250303002,250250303002,"Block Group 2, Census Tract 303, Suffolk County, Massachusetts",410,105,133,72,277,96
1500000US250250303003,250250303003,"Block Group 3, Census Tract 303, Suffolk County, Massachusetts",508,135,117,51,391,131
1500000US250250303004,250250303004,"Block Group 4, Census Tract 303, Suffolk County, Massachusetts",345,84,0,12,345,84
1500000US250250304001,250250304001,"Block Group 1, Census Tract 304, Suffolk County, Massachusetts",877,96,287,76,590,98
1500000US250250304002,250250304002,"Block Group 2, Census Tract 304, Suffolk County, Massachusetts",633,99,90,42,543,100
1500000US250250305001,250250305001,"Block Group 1, Census Tract 305, Suffolk County, Massachusetts",312,50,242,50,70,36
1500000US250250305002,250250305002,"Block Group 2, Census Tract 305, Suffolk County, Massachusetts",642,92,188,55,454,95
1500000US250250305003,250250305003,"Block Group 3, Census Tract 305, Suffolk County, Massachusetts",531,94,141,69,390,91
1500000US250250401001,250250401001,"Block Group 1, Census Tract 401, Suffolk County, Massachusetts",472,70,273,62,199,61
1500000US250250401002,250250401002,"Block Group 2, Census Tract 401, Suffolk County, Massachusetts",696,86,328,77,368,102
1500000US250250402001,250250402001,"Block Group 1, Census Tract 402, Suffolk County, Massachusetts",292,51,0,12,292,51
1500000US250250402002,250250402002,"Block Group 2, Census Tract 402, Suffolk County, Massachusetts",378,46,211,48,167,50
1500000US250250403001,250250403001,"Block Group 1, Census Tract 403, Suffolk County, Massachusetts",366,137,14,12,352,137
1500000US250250403002,250250403002,"Block Group 2, Census Tract 403, Suffolk County, Massachusetts",723,110,517,110,206,82
1500000US250250403003,250250403003,"Block Group 3, Census Tract 403, Suffolk County, Massachusetts",302,77,190,59,112,72
1500000US250250403004,250250403004,"Block Group 4, Census Tract 403, Suffolk County, Massachusetts",305,92,173,41,132,84
1500000US250250403005,250250403005,"Block Group 5, Census Tract 403, Suffolk County, Massachusetts",264,55,185,56,79,39
1500000US250250404011,250250404011,"Block Group 1, Census Tract 404.01, Suffolk County, Massachusetts",804,91,171,71,633,105
1500000US250250404012,250250404012,"Block Group 2, Census Tract 404.01, Suffolk County, Massachusetts",389,78,223,83,166,65
1500000US250250406001,250250406001,"Block Group 1, Census Tract 406, Suffolk County, Massachusetts",474,73,201,58,273,65
1500000US250250406002,250250406002,"Block Group 2, Census Tract 406, Suffolk County, Massachusetts",860,77,538,96,322,99
1500000US250250408011,250250408011,"Block Group 1, Census Tract 408.01, Suffolk County, Massachusetts",498,94,9,15,489,93
1500000US250250408012,250250408012,"Block Group 2, Census Tract 408.01, Suffolk County, Massachusetts",328,99,0,12,328,99
1500000US250250408013,250250408013,"Block Group 3, Census Tract 408.01, Suffolk County, Massachusetts",1306,129,585,114,721,143
1500000US250250501011,250250501011,"Block Group 1, Census Tract 501.01, Suffolk County, Massachusetts",514,79,159,70,355,96
1500000US250250501012,250250501012,"Block Group 2, Census Tract 501.01, Suffolk County, Massachusetts",771,110,68,39,703,115
1500000US250250501013,250250501013,"Block Group 3, Census Tract 501.01, Suffolk County, Massachusetts",580,84,229,75,351,86
1500000US250250502001,250250502001,"Block Group 1, Census Tract 502, Suffolk County, Massachusetts",798,132,199,81,599,151
1500000US250250502002,250250502002,"Block Group 2, Census Tract 502, Suffolk County, Massachusetts",462,101,92,53,370,105
1500000US250250502003,250250502003,"Block Group 3, Census Tract 502, Suffolk County, Massachusetts",296,98,82,56,214,93
1500000US250250502004,250250502004,"Block Group 4, Census Tract 502, Suffolk County, Massachusetts",327,103,53,42,274,105
1500000US250250503001,250250503001,"Block Group 1, Census Tract 503, Suffolk County, Massachusetts",225,51,71,34,154,53
1500000US250250503002,250250503002,"Block Group 2, Census Tract 503, Suffolk County, Massachusetts",780,64,35,17,745,68
1500000US250250504001,250250504001,"Block Group 1, Census Tract 504, Suffolk County, Massachusetts",282,61,66,40,216,56
1500000US250250504002,250250504002,"Block Group 2, Census Tract 504, Suffolk County, Massachusetts",691,69,208,47,483,77
1500000US250250505001,250250505001,"Block Group 1, Census Tract 505, Suffolk County, Massachusetts",732,42,227,50,505,57
1500000US250250506001,250250506001,"Block Group 1, Census Tract 506, Suffolk County, Massachusetts",460,82,40,26,420,82
1500000US250250506002,250250506002,"Block Group 2, Census Tract 506, Suffolk County, Massachusetts",347,83,61,32,286,80
1500000US250250507001,250250507001,"Block Group 1, Census Tract 507, Suffolk County, Massachusetts",850,107,136,61,714,110
1500000US250250507002,250250507002,"Block Group 2, Census Tract 507, Suffolk County, Massachusetts",327,89,56,31,271,93
1500000US250250507003,250250507003,"Block Group 3, Census Tract 507, Suffolk County, Massachusetts",389,92,120,54,269,80
1500000US250250509011,250250509011,"Block Group 1, Census Tract 509.01, Suffolk County, Massachusetts",437,90,98,44,339,94
1500000US250250509012,250250509012,"Block Group 2, Census Tract 509.01, Suffolk County, Massachusetts",781,87,308,94,473,98
1500000US250250509013,250250509013,"Block Group 3, Census Tract 509.01, Suffolk County, Massachusetts",212,60,60,37,152,66
1500000US250250510001,250250510001,"Block Group 1, Census Tract 510, Suffolk County, Massachusetts",850,119,342,86,508,124
1500000US250250510002,250250510002,"Block Group 2, Census Tract 510, Suffolk County, Massachusetts",419,72,50,30,369,78
1500000US250250510003,250250510003,"Block Group 3, Census Tract 510, Suffolk County, Massachusetts",507,96,172,74,335,100
1500000US250250511011,250250511011,"Block Group 1, Census Tract 511.01, Suffolk County, Massachusetts",535,131,159,107,376,117
1500000US250250511012,250250511012,"Block Group 2, Census Tract 511.01, Suffolk County, Massachusetts",802,143,259,83,543,139
1500000US250250511013,250250511013,"Block Group 3, Census Tract 511.01, Suffolk County, Massachusetts",647,152,344,119,303,142
1500000US250250511014,250250511014,"Block Group 4, Census Tract 511.01, Suffolk County, Massachusetts",404,119,162,62,242,106
1500000US250250512001,250250512001,"Block Group 1, Census Tract 512, Suffolk County, Massachusetts",45,52,9,14,36,57
1500000US250250512002,250250512002,"Block Group 2, Census Tract 512, Suffolk County, Massachusetts",720,102,283,89,437,119
1500000US250250512003,250250512003,"Block Group 3, Census Tract 512, Suffolk County, Massachusetts",373,78,143,62,230,69
1500000US250250601011,250250601011,"Block Group 1, Census Tract 601.01, Suffolk County, Massachusetts",416,60,258,66,158,50
1500000US250250601012,250250601012,"Block Group 2, Census Tract 601.01, Suffolk County, Massachusetts",351,80,159,60,192,70
1500000US250250601013,250250601013,"Block Group 3, Census Tract 601.01, Suffolk County, Massachusetts",423,74,186,65,237,73
1500000US250250601014,250250601014,"Block Group 4, Census Tract 601.01, Suffolk County, Massachusetts",458,80,151,45,307,88
1500000US250250602001,250250602001,"Block Group 1, Census Tract 602, Suffolk County, Massachusetts",481,66,247,67,234,76
1500000US250250602002,250250602002,"Block Group 2, Census Tract 602, Suffolk County, Massachusetts",534,70,302,61,232,64
1500000US250250603011,250250603011,"Block Group 1, Census Tract 603.01, Suffolk County, Massachusetts",710,97,269,82,441,83
1500000US250250603012,250250603012,"Block Group 2, Census Tract 603.01, Suffolk County, Massachusetts",335,75,153,47,182,66
1500000US250250603013,250250603013,"Block Group 3, Census Tract 603.01, Suffolk County, Massachusetts",534,83,274,74,260,77
1500000US250250604001,250250604001,"Block Group 1, Census Tract 604, Suffolk County, Massachusetts",496,103,264,85,232,98
1500000US250250604002,250250604002,"Block Group 2, Census Tract 604, Suffolk County, Massachusetts",623,137,245,122,378,123
1500000US250250604003,250250604003,"Block Group 3, Census Tract 604, Suffolk County, Massachusetts",606,164,130,83,476,176
1500000US250250604004,250250604004,"Block Group 4, Census Tract 604, Suffolk County, Massachusetts",570,133,115,50,455,137
1500000US250250604005,250250604005,"Block Group 5, Census Tract 604, Suffolk County, Massachusetts",291,107,142,58,149,121
1500000US250250605011,250250605011,"Block Group 1, Census Tract 605.01, Suffolk County, Massachusetts",391,83,100,43,291,81
1500000US250250605012,250250605012,"Block Group 2, Census Tract 605.01, Suffolk County, Massachusetts",486,98,246,74,240,100
1500000US250250605013,250250605013,"Block Group 3, Census Tract 605.01, Suffolk County, Massachusetts",398,63,259,67,139,50
1500000US250250605014,250250605014,"Block Group 4, Census Tract 605.01, Suffolk County, Massachusetts",318,69,98,55,220,67
1500000US250250605015,250250605015,"Block Group 5, Census Tract 605.01, Suffolk County, Massachusetts",311,59,193,56,118,49
1500000US250250606001,250250606001,"Block Group 1, Census Tract 606, Suffolk County, Massachusetts",1421,127,678,118,743,116
1500000US250250607001,250250607001,"Block Group 1, Census Tract 607, Suffolk County, Massachusetts",245,56,0,12,245,56
1500000US250250607002,250250607002,"Block Group 2, Census Tract 607, Suffolk County, Massachusetts",556,63,0,12,556,63
1500000US250250608001,250250608001,"Block Group 1, Census Tract 608, Suffolk County, Massachusetts",291,123,122,73,169,116
1500000US250250608002,250250608002,"Block Group 2, Census Tract 608, Suffolk County, Massachusetts",442,148,320,112,122,116
1500000US250250608003,250250608003,"Block Group 3, Census Tract 608, Suffolk County, Massachusetts",496,141,212,102,284,120
1500000US250250608004,250250608004,"Block Group 4, Census Tract 608, Suffolk County, Massachusetts",894,165,371,128,523,161
1500000US250250610001,250250610001,"Block Group 1, Census Tract 610, Suffolk County, Massachusetts",493,97,237,70,256,96
1500000US250250610002,250250610002,"Block Group 2, Census Tract 610, Suffolk County, Massachusetts",645,112,0,12,645,112
1500000US250250610003,250250610003,"Block Group 3, Census Tract 610, Suffolk County, Massachusetts",171,89,0,12,171,89
1500000US250250611011,250250611011,"Block Group 1, Census Tract 611.01, Suffolk County, Massachusetts",231,53,0,12,231,53
1500000US250250611012,250250611012,"Block Group 2, Census Tract 611.01, Suffolk County, Massachusetts",806,73,0,12,806,73
1500000US250250612001,250250612001,"Block Group 1, Census Tract 612, Suffolk County, Massachusetts",1415,147,570,141,845,143
1500000US250250612002,250250612002,"Block Group 2, Census Tract 612, Suffolk County, Massachusetts",259,74,118,60,141,58
1500000US250250612003,250250612003,"Block Group 3, Census Tract 612, Suffolk County, Massachusetts",352,80,150,56,202,81
1500000US250250701011,250250701011,"Block Group 1, Census Tract 701.01, Suffolk County, Massachusetts",598,119,437,126,161,99
1500000US250250701012,250250701012,"Block Group 2, Census Tract 701.01, Suffolk County, Massachusetts",111,85,0,12,111,85
1500000US250250701013,250250701013,"Block Group 3, Census Tract 701.01, Suffolk County, Massachusetts",366,97,54,39,312,109
1500000US250250701014,250250701014,"Block Group 4, Census Tract 701.01, Suffolk County, Massachusetts",592,140,301,108,291,119
1500000US250250701015,250250701015,"Block Group 5, Census Tract 701.01, Suffolk County, Massachusetts",92,34,77,41,15,24
1500000US250250701016,250250701016,"Block Group 6, Census Tract 701.01, Suffolk County, Massachusetts",396,121,0,12,396,121
1500000US250250701017,250250701017,"Block Group 7, Census Tract 701.01, Suffolk County, Massachusetts",564,145,12,22,552,145
1500000US250250701018,250250701018,"Block Group 8, Census Tract 701.01, Suffolk County, Massachusetts",122,87,32,36,90,80
1500000US250250702001,250250702001,"Block Group 1, Census Tract 702, Suffolk County, Massachusetts",509,113,64,36,445,115
1500000US250250702002,250250702002,"Block Group 2, Census Tract 702, Suffolk County, Massachusetts",503,116,21,33,482,116
1500000US250250702003,250250702003,"Block Group 3, Census Tract 702, Suffolk County, Massachusetts",646,117,66,42,580,116
1500000US250250703001,250250703001,"Block Group 1, Census Tract 703, Suffolk County, Massachusetts",549,111,313,91,236,94
1500000US250250703002,250250703002,"Block Group 2, Census Tract 703, Suffolk County, Massachusetts",475,121,126,59,349,127
1500000US250250703003,250250703003,"Block Group 3, Census Tract 703, Suffolk County, Massachusetts",710,133,213,91,497,127
1500000US250250703004,250250703004,"Block Group 4, Census Tract 703, Suffolk County, Massachusetts",727,104,551,115,176,83
1500000US250250704021,250250704021,"Block Group 1, Census Tract 704.02, Suffolk County, Massachusetts",686,47,0,12,686,47
1500000US250250705001,250250705001,"Block Group 1, Census Tract 705, Suffolk County, Massachusetts",1204,165,709,169,495,163
1500000US250250705002,250250705002,"Block Group 2, Census Tract 705, Suffolk County, Massachusetts",424,138,16,25,408,138
1500000US250250705003,250250705003,"Block Group 3, Census Tract 705, Suffolk County, Massachusetts",695,138,398,109,297,130
1500000US250250705004,250250705004,"Block Group 4, Census Tract 705, Suffolk County, Massachusetts",653,111,290,95,363,109
1500000US250250706001,250250706001,"Block Group 1, Census Tract 706, Suffolk County, Massachusetts",625,92,404,71,221,93
1500000US250250706002,250250706002,"Block Group 2, Census Tract 706, Suffolk County, Massachusetts",636,85,402,82,234,84
1500000US250250707001,250250707001,"Block Group 1, Census Tract 707, Suffolk County, Massachusetts",763,100,187,55,576,109
1500000US250250707002,250250707002,"Block Group 2, Census Tract 707, Suffolk County, Massachusetts",598,94,346,77,252,86
1500000US250250708001,250250708001,"Block Group 1, Census Tract 708, Suffolk County, Massachusetts",945,176,283,99,662,171
1500000US250250708002,250250708002,"Block Group 2, Census Tract 708, Suffolk County, Massachusetts",646,133,172,64,474,133
1500000US250250708003,250250708003,"Block Group 3, Census Tract 708, Suffolk County, Massachusetts",449,107,298,100,151,89
1500000US250250709001,250250709001,"Block Group 1, Census Tract 709, Suffolk County, Massachusetts",1049,135,298,89,751,123
1500000US250250709002,250250709002,"Block Group 2, Census Tract 709, Suffolk County, Massachusetts",490,85,59,35,431,89
1500000US250250711011,250250711011,"Block Group 1, Census Tract 711.01, Suffolk County, Massachusetts",905,155,344,127,561,135
1500000US250250711012,250250711012,"Block Group 2, Census Tract 711.01, Suffolk County, Massachusetts",624,119,324,102,300,109
1500000US250250711013,250250711013,"Block Group 3, Census Tract 711.01, Suffolk County, Massachusetts",567,137,55,51,512,145
1500000US250250712011,250250712011,"Block Group 1, Census Tract 712.01, Suffolk County, Massachusetts",715,113,376,83,339,89
